162 ms ; init
16424350 ms ; Button pressed (no action triggered)
16424856 ms ; Button pressed (no action triggered)
16578990 ms ; Button pressed - Motor activated
16580069 ms ; Button pressed (while motor running)
16580300 ms ; Button pressed (while motor running)
16580541 ms ; Button pressed (while motor running)
16580788 ms ; Button pressed (while motor running)
16581029 ms ; Button pressed (while motor running)
16581254 ms ; Button pressed (while motor running)
16581521 ms ; Button pressed (while motor running)
16581800 ms ; Button pressed (while motor running)
16582054 ms ; Button pressed (while motor running)
16582272 ms ; Button pressed (while motor running)
16582558 ms ; Button pressed (while motor running)
16583036 ms ; Motor stopped - Micro switch triggered
16583155 ms ; Button pressed (no action triggered)
16583456 ms ; Button pressed (no action triggered)
16583746 ms ; Button pressed (no action triggered)
16583974 ms ; Button pressed (no action triggered)
16584283 ms ; Button pressed (no action triggered)
16656301 ms ; Button pressed - Motor activated
16657500 ms ; Button pressed (while motor running)
16657778 ms ; Button pressed (while motor running)
16658551 ms ; Button pressed (while motor running)
16660356 ms ; Motor stopped - Micro switch triggered
16661645 ms ; Button pressed (no action triggered)
16661910 ms ; Button pressed (no action triggered)
16662148 ms ; Button pressed (no action triggered)
16662389 ms ; Button pressed (no action triggered)
16662657 ms ; Button pressed (no action triggered)
16662992 ms ; Button pressed (no action triggered)
16667794 ms ; Button pressed (no action triggered)
16668158 ms ; Button pressed (no action triggered)
16668572 ms ; Button pressed (no action triggered)
16668858 ms ; Button pressed (no action triggered)
16669074 ms ; Button pressed (no action triggered)
16669340 ms ; Button pressed (no action triggered)
16669551 ms ; Button pressed (no action triggered)
16669739 ms ; Button pressed (no action triggered)
16669943 ms ; Button pressed (no action triggered)
16670146 ms ; Button pressed (no action triggered)
16670339 ms ; Button pressed (no action triggered)
17525742 ms ; Button pressed - Motor activated
17527739 ms ; Button pressed (while motor running)
17529797 ms ; Motor stopped - Micro switch triggered
17533634 ms ; Button pressed (no action triggered)
17535886 ms ; Button pressed (no action triggered)
17611534 ms ; Button pressed - Motor activated
17615618 ms ; Motor stopped - Micro switch triggered
17627880 ms ; Button pressed (no action triggered)
17628319 ms ; Button pressed (no action triggered)
17628569 ms ; Button pressed (no action triggered)
17628827 ms ; Button pressed (no action triggered)
17629062 ms ; Button pressed (no action triggered)
17629338 ms ; Button pressed (no action triggered)
17629549 ms ; Button pressed (no action triggered)
17629771 ms ; Button pressed (no action triggered)
17630006 ms ; Button pressed (no action triggered)
17630221 ms ; Button pressed (no action triggered)
17631937 ms ; Button pressed (no action triggered)
17639140 ms ; Button pressed (no action triggered)
17769688 ms ; Button pressed - Motor activated
17770873 ms ; Button pressed (while motor running)
17771112 ms ; Button pressed (while motor running)
17771356 ms ; Button pressed (while motor running)
17771600 ms ; Button pressed (while motor running)
17771841 ms ; Button pressed (while motor running)
17772109 ms ; Button pressed (while motor running)
17773721 ms ; Motor stopped - Micro switch triggered
17776300 ms ; Button pressed (no action triggered)
17776748 ms ; Button pressed (no action triggered)
17777174 ms ; Button pressed (no action triggered)
17777880 ms ; Button pressed (no action triggered)
17853735 ms ; Button pressed - Motor activated
17857822 ms ; Motor stopped - Micro switch triggered
17858606 ms ; Button pressed (no action triggered)
17866358 ms ; Button pressed (no action triggered)
17866720 ms ; Button pressed (no action triggered)
17867073 ms ; Button pressed (no action triggered)
17873764 ms ; Button pressed (no action triggered)
18000208 ms ; 5 hours have passed
18288702 ms ; Button pressed - Motor activated
18290334 ms ; Button pressed (while motor running)
18292759 ms ; Motor stopped - Micro switch triggered
18295140 ms ; Button pressed (no action triggered)
18312495 ms ; Button pressed (no action triggered)
18313159 ms ; Button pressed (no action triggered)
18325112 ms ; Button pressed - Motor activated
18329206 ms ; Motor stopped - Micro switch triggered
18330864 ms ; Button pressed (no action triggered)
18337727 ms ; Button pressed (no action triggered)
18433367 ms ; Button pressed - Motor activated
18437469 ms ; Motor stopped - Micro switch triggered
19556885 ms ; Button pressed - Motor activated
19560948 ms ; Motor stopped - Micro switch triggered
19582376 ms ; Button pressed (no action triggered)
19584517 ms ; Button pressed (no action triggered)
19586309 ms ; Button pressed (no action triggered)
19614888 ms ; Button pressed - Motor activated
19616258 ms ; Button pressed (while motor running)
19618551 ms ; Button pressed (while motor running)
19619009 ms ; Motor stopped - Micro switch triggered
19620017 ms ; Button pressed (no action triggered)
19620885 ms ; Button pressed (no action triggered)
19622844 ms ; Button pressed (no action triggered)
19628915 ms ; Button pressed (no action triggered)
19631314 ms ; Button pressed (no action triggered)
19632824 ms ; Button pressed (no action triggered)
19633326 ms ; Button pressed (no action triggered)
19633595 ms ; Button pressed (no action triggered)
19633845 ms ; Button pressed (no action triggered)
19637405 ms ; Button pressed (no action triggered)
19640218 ms ; Button pressed (no action triggered)
19645649 ms ; Button pressed (no action triggered)
19645933 ms ; Button pressed (no action triggered)
19646396 ms ; Button pressed (no action triggered)
19650932 ms ; Button pressed - Motor activated
19654991 ms ; Motor stopped - Micro switch triggered
19684561 ms ; Button pressed (no action triggered)
19685132 ms ; Button pressed - Motor activated
19687161 ms ; Button pressed (while motor running)
19689217 ms ; Motor stopped - Micro switch triggered
19829939 ms ; Button pressed - Motor activated
19831259 ms ; Button pressed (while motor running)
19833539 ms ; Button pressed (while motor running)
19834010 ms ; Motor stopped - Micro switch triggered
19837025 ms ; Button pressed (no action triggered)
19839455 ms ; Button pressed (no action triggered)
19841197 ms ; Button pressed (no action triggered)
19842673 ms ; Button pressed (no action triggered)
19843769 ms ; Button pressed (no action triggered)
19844342 ms ; Button pressed (no action triggered)
19845111 ms ; Button pressed (no action triggered)
19943677 ms ; Button pressed - Motor activated
19946266 ms ; Button pressed (while motor running)
19947761 ms ; Motor stopped - Micro switch triggered
19948204 ms ; Button pressed (no action triggered)
19952375 ms ; Button pressed (no action triggered)
19954735 ms ; Button pressed (no action triggered)
19955950 ms ; Button pressed (no action triggered)
19956286 ms ; Button pressed (no action triggered)
19956596 ms ; Button pressed (no action triggered)
19979930 ms ; Button pressed - Motor activated
19981883 ms ; Button pressed (while motor running)
19984010 ms ; Motor stopped - Micro switch triggered
19984648 ms ; Button pressed (no action triggered)
19986963 ms ; Button pressed (no action triggered)
19989249 ms ; Button pressed (no action triggered)
19989542 ms ; Button pressed (no action triggered)
19989793 ms ; Button pressed (no action triggered)
19990041 ms ; Button pressed (no action triggered)
19990294 ms ; Button pressed (no action triggered)
19990576 ms ; Button pressed (no action triggered)
19990894 ms ; Button pressed (no action triggered)
19999235 ms ; Button pressed (no action triggered)
20004227 ms ; Button pressed (no action triggered)
20006348 ms ; Button pressed (no action triggered)
20007279 ms ; Button pressed (no action triggered)
20010207 ms ; Button pressed (no action triggered)
20166760 ms ; Button pressed - Motor activated
20170828 ms ; Motor stopped - Micro switch triggered
20172346 ms ; Button pressed (no action triggered)
20175842 ms ; Button pressed (no action triggered)
20177742 ms ; Button pressed (no action triggered)
20178122 ms ; Button pressed (no action triggered)
20311040 ms ; Button pressed - Motor activated
20315129 ms ; Motor stopped - Micro switch triggered
20319946 ms ; Button pressed (no action triggered)
20320360 ms ; Button pressed (no action triggered)
20323930 ms ; Button pressed (no action triggered)
20324364 ms ; Button pressed (no action triggered)
20324613 ms ; Button pressed (no action triggered)
20325040 ms ; Button pressed (no action triggered)
20325424 ms ; Button pressed (no action triggered)
20325761 ms ; Button pressed (no action triggered)
20327636 ms ; Button pressed (no action triggered)
20328112 ms ; Button pressed (no action triggered)
20451263 ms ; Button pressed - Motor activated
20455301 ms ; Motor stopped - Micro switch triggered
21017199 ms ; Button pressed - Motor activated
21021036 ms ; Button pressed (while motor running)
21021303 ms ; Motor stopped - Micro switch triggered
21025169 ms ; Button pressed (no action triggered)
21427968 ms ; Button pressed - Motor activated
21432053 ms ; Motor stopped - Micro switch triggered
21433516 ms ; Button pressed (no action triggered)
21433810 ms ; Button pressed (no action triggered)
21434092 ms ; Button pressed (no action triggered)
21743934 ms ; Button pressed - Motor activated
21748034 ms ; Motor stopped - Micro switch triggered
21754199 ms ; Button pressed (no action triggered)
21754657 ms ; Button pressed (no action triggered)
21755518 ms ; Button pressed (no action triggered)
21758486 ms ; Button pressed (no action triggered)
21759912 ms ; Button pressed (no action triggered)
21760400 ms ; Button pressed (no action triggered)
21760752 ms ; Button pressed (no action triggered)
21761003 ms ; Button pressed (no action triggered)
22080232 ms ; Button pressed - Motor activated
22084271 ms ; Button pressed (while motor running)
22084350 ms ; Motor stopped - Micro switch triggered
22084502 ms ; Button pressed (no action triggered)
22084731 ms ; Button pressed (no action triggered)
22084945 ms ; Button pressed (no action triggered)
22115625 ms ; Button pressed - Motor activated
22117116 ms ; Button pressed (while motor running)
22119699 ms ; Motor stopped - Micro switch triggered
22121529 ms ; Button pressed (no action triggered)
22135032 ms ; Button pressed (no action triggered)
22139226 ms ; Button pressed (no action triggered)
22155529 ms ; Button pressed - Motor activated
22159613 ms ; Motor stopped - Micro switch triggered
22199142 ms ; Button pressed - Motor activated
22203182 ms ; Motor stopped - Micro switch triggered
22626146 ms ; Button pressed - Motor activated
22628154 ms ; Button pressed (while motor running)
22628562 ms ; Button pressed (while motor running)
22628888 ms ; Button pressed (while motor running)
22629150 ms ; Button pressed (while motor running)
22629471 ms ; Button pressed (while motor running)
22630227 ms ; Motor stopped - Micro switch triggered
22664243 ms ; Button pressed - Motor activated
22668367 ms ; Motor stopped - Micro switch triggered
22669516 ms ; Button pressed (no action triggered)
22688914 ms ; Button pressed (no action triggered)
22691122 ms ; Button pressed (no action triggered)
22731225 ms ; Button pressed - Motor activated
22735280 ms ; Motor stopped - Micro switch triggered
22736772 ms ; Button pressed (no action triggered)
22738335 ms ; Button pressed (no action triggered)
22758066 ms ; Button pressed (no action triggered)
22764409 ms ; Button pressed (no action triggered)
22765815 ms ; Button pressed - Motor activated
22767655 ms ; Button pressed (while motor running)
22769857 ms ; Motor stopped - Micro switch triggered
22795790 ms ; Button pressed (no action triggered)
22796393 ms ; Button pressed (no action triggered)
22801184 ms ; Button pressed - Motor activated
22804507 ms ; Button pressed (while motor running)
22805246 ms ; Motor stopped - Micro switch triggered
22806933 ms ; Button pressed (no action triggered)
22817129 ms ; Button pressed (no action triggered)
22817491 ms ; Button pressed (no action triggered)
22817756 ms ; Button pressed (no action triggered)
22819065 ms ; Button pressed (no action triggered)
22821171 ms ; Button pressed (no action triggered)
22821677 ms ; Button pressed (no action triggered)
22824121 ms ; Button pressed (no action triggered)
22825379 ms ; Button pressed (no action triggered)
22826171 ms ; Button pressed (no action triggered)
22826421 ms ; Button pressed (no action triggered)
22826650 ms ; Button pressed (no action triggered)
22826914 ms ; Button pressed (no action triggered)
22828157 ms ; Button pressed (no action triggered)
22828390 ms ; Button pressed (no action triggered)
22828672 ms ; Button pressed (no action triggered)
22829159 ms ; Button pressed (no action triggered)
22829581 ms ; Button pressed (no action triggered)
22830364 ms ; Button pressed (no action triggered)
22830586 ms ; Button pressed (no action triggered)
22831225 ms ; Button pressed (no action triggered)
22834089 ms ; Button pressed (no action triggered)
22844308 ms ; Button pressed - Motor activated
22848447 ms ; Motor stopped - Micro switch triggered
22848552 ms ; Button pressed (no action triggered)
22848903 ms ; Button pressed (no action triggered)
22849098 ms ; Button pressed (no action triggered)
22849303 ms ; Button pressed (no action triggered)
22850616 ms ; Button pressed (no action triggered)
22851331 ms ; Button pressed (no action triggered)
22853339 ms ; Button pressed (no action triggered)
22856749 ms ; Button pressed (no action triggered)
22857913 ms ; Button pressed (no action triggered)
22859867 ms ; Button pressed (no action triggered)
22860141 ms ; Button pressed (no action triggered)
22860422 ms ; Button pressed (no action triggered)
22860689 ms ; Button pressed (no action triggered)
22860976 ms ; Button pressed (no action triggered)
22861268 ms ; Button pressed (no action triggered)
22861556 ms ; Button pressed (no action triggered)
22861839 ms ; Button pressed (no action triggered)
22862132 ms ; Button pressed (no action triggered)
22862410 ms ; Button pressed (no action triggered)
22862669 ms ; Button pressed (no action triggered)
22862913 ms ; Button pressed (no action triggered)
22981038 ms ; Button pressed - Motor activated
22982460 ms ; Button pressed (while motor running)
22982707 ms ; Button pressed (while motor running)
22983138 ms ; Button pressed (while motor running)
22983427 ms ; Button pressed (while motor running)
22984991 ms ; Motor stopped - Micro switch triggered
23086521 ms ; Button pressed - Motor activated
23090628 ms ; Motor stopped - Micro switch triggered
24323755 ms ; Button pressed - Motor activated
24327834 ms ; Motor stopped - Micro switch triggered
24337958 ms ; Button pressed (no action triggered)
24338886 ms ; Button pressed (no action triggered)
24340213 ms ; Button pressed (no action triggered)
24341094 ms ; Button pressed (no action triggered)
24343702 ms ; Button pressed (no action triggered)
24345633 ms ; Button pressed (no action triggered)
24366907 ms ; Button pressed - Motor activated
24371023 ms ; Motor stopped - Micro switch triggered
24552518 ms ; Button pressed - Motor activated
24556032 ms ; Button pressed (while motor running)
24556365 ms ; Button pressed (while motor running)
24556653 ms ; Motor stopped - Micro switch triggered
24556759 ms ; Button pressed (no action triggered)
24557039 ms ; Button pressed (no action triggered)
24557303 ms ; Button pressed (no action triggered)
24557980 ms ; Button pressed (no action triggered)
24558237 ms ; Button pressed (no action triggered)
24558507 ms ; Button pressed (no action triggered)
24558840 ms ; Button pressed (no action triggered)
24559102 ms ; Button pressed (no action triggered)
24559362 ms ; Button pressed (no action triggered)
24559625 ms ; Button pressed (no action triggered)
24559893 ms ; Button pressed (no action triggered)
24560148 ms ; Button pressed (no action triggered)
24560421 ms ; Button pressed (no action triggered)
24560688 ms ; Button pressed (no action triggered)
24560957 ms ; Button pressed (no action triggered)
24561230 ms ; Button pressed (no action triggered)
24572759 ms ; Button pressed (no action triggered)
24608569 ms ; Button pressed - Motor activated
24612651 ms ; Motor stopped - Micro switch triggered
24616140 ms ; Button pressed (no action triggered)
24619455 ms ; Button pressed (no action triggered)
24628287 ms ; Button pressed (no action triggered)
24883883 ms ; Button pressed - Motor activated
24887356 ms ; Button pressed (while motor running)
24887989 ms ; Motor stopped - Micro switch triggered
24889923 ms ; Button pressed (no action triggered)
24890390 ms ; Button pressed (no action triggered)
24890734 ms ; Button pressed (no action triggered)
24891361 ms ; Button pressed (no action triggered)
24894278 ms ; Button pressed (no action triggered)
24895716 ms ; Button pressed (no action triggered)
24899722 ms ; Button pressed (no action triggered)
24900279 ms ; Button pressed (no action triggered)
24900579 ms ; Button pressed (no action triggered)
24900899 ms ; Button pressed (no action triggered)
24901180 ms ; Button pressed (no action triggered)
24927563 ms ; Button pressed - Motor activated
24930939 ms ; Button pressed (while motor running)
24931614 ms ; Motor stopped - Micro switch triggered
24932486 ms ; Button pressed (no action triggered)
24937433 ms ; Button pressed (no action triggered)
24938478 ms ; Button pressed (no action triggered)
24938945 ms ; Button pressed (no action triggered)
24940358 ms ; Button pressed (no action triggered)
25346012 ms ; Button pressed - Motor activated
25350159 ms ; Motor stopped - Micro switch triggered
25353592 ms ; Button pressed (no action triggered)
25354648 ms ; Button pressed (no action triggered)
25355370 ms ; Button pressed (no action triggered)
25357462 ms ; Button pressed (no action triggered)
25357731 ms ; Button pressed (no action triggered)
25357922 ms ; Button pressed (no action triggered)
25358129 ms ; Button pressed (no action triggered)
25358579 ms ; Button pressed (no action triggered)
27680117 ms ; Button pressed - Motor activated
27684225 ms ; Motor stopped - Micro switch triggered
27697381 ms ; Button pressed (no action triggered)
27699492 ms ; Button pressed (no action triggered)
27700704 ms ; Button pressed (no action triggered)
27701490 ms ; Button pressed (no action triggered)
27702113 ms ; Button pressed (no action triggered)
27702712 ms ; Button pressed (no action triggered)
27703282 ms ; Button pressed (no action triggered)
27707268 ms ; Button pressed (no action triggered)
27707783 ms ; Button pressed (no action triggered)
27743137 ms ; Button pressed - Motor activated
27745467 ms ; Button pressed (while motor running)
27747286 ms ; Motor stopped - Micro switch triggered
27747979 ms ; Button pressed (no action triggered)
27749544 ms ; Button pressed (no action triggered)
27750650 ms ; Button pressed (no action triggered)
27752717 ms ; Button pressed (no action triggered)
27753817 ms ; Button pressed (no action triggered)
27754743 ms ; Button pressed (no action triggered)
27930755 ms ; Button pressed - Motor activated
27934826 ms ; Motor stopped - Micro switch triggered
27938075 ms ; Button pressed (no action triggered)
27941061 ms ; Button pressed (no action triggered)
28059358 ms ; Button pressed - Motor activated
28060574 ms ; Button pressed (while motor running)
28061785 ms ; Button pressed (while motor running)
28063491 ms ; Motor stopped - Micro switch triggered
28065695 ms ; Button pressed (no action triggered)
28068696 ms ; Button pressed (no action triggered)
28075267 ms ; Button pressed (no action triggered)
28075552 ms ; Button pressed (no action triggered)
28075803 ms ; Button pressed (no action triggered)
28076036 ms ; Button pressed (no action triggered)
28076298 ms ; Button pressed (no action triggered)
28076587 ms ; Button pressed (no action triggered)
28076835 ms ; Button pressed (no action triggered)
28077140 ms ; Button pressed (no action triggered)
28077469 ms ; Button pressed (no action triggered)
28077710 ms ; Button pressed (no action triggered)
28077968 ms ; Button pressed (no action triggered)
28078244 ms ; Button pressed (no action triggered)
28078515 ms ; Button pressed (no action triggered)
28078791 ms ; Button pressed (no action triggered)
28079101 ms ; Button pressed (no action triggered)
28079950 ms ; Button pressed (no action triggered)
28080240 ms ; Button pressed (no action triggered)
28080473 ms ; Button pressed (no action triggered)
28080747 ms ; Button pressed (no action triggered)
28080975 ms ; Button pressed (no action triggered)
28082698 ms ; Button pressed (no action triggered)
28083160 ms ; Button pressed (no action triggered)
28083920 ms ; Button pressed (no action triggered)
28084146 ms ; Button pressed (no action triggered)
28084338 ms ; Button pressed (no action triggered)
28084568 ms ; Button pressed (no action triggered)
28084781 ms ; Button pressed (no action triggered)
28085156 ms ; Button pressed (no action triggered)
28085842 ms ; Button pressed (no action triggered)
28086322 ms ; Button pressed (no action triggered)
28086545 ms ; Button pressed (no action triggered)
28086770 ms ; Button pressed (no action triggered)
28087085 ms ; Button pressed (no action triggered)
28087403 ms ; Button pressed (no action triggered)
28087628 ms ; Button pressed (no action triggered)
28232998 ms ; Button pressed - Motor activated
28237107 ms ; Motor stopped - Micro switch triggered
28272627 ms ; Button pressed - Motor activated
28273888 ms ; Button pressed (while motor running)
28274927 ms ; Button pressed (while motor running)
28275876 ms ; Button pressed (while motor running)
28276200 ms ; Button pressed (while motor running)
28276615 ms ; Button pressed (while motor running)
28276668 ms ; Motor stopped - Micro switch triggered
28276971 ms ; Button pressed (no action triggered)
28365924 ms ; Button pressed - Motor activated
28370052 ms ; Motor stopped - Micro switch triggered
28382462 ms ; Button pressed (no action triggered)
28569644 ms ; Button pressed - Motor activated
28571019 ms ; Button pressed (while motor running)
28571448 ms ; Button pressed (while motor running)
28571839 ms ; Button pressed (while motor running)
28573712 ms ; Motor stopped - Micro switch triggered
28574356 ms ; Button pressed (no action triggered)
28576641 ms ; Button pressed (no action triggered)
28576914 ms ; Button pressed (no action triggered)
28579769 ms ; Button pressed (no action triggered)
28580218 ms ; Button pressed (no action triggered)
28580514 ms ; Button pressed (no action triggered)
28580816 ms ; Button pressed (no action triggered)
28581082 ms ; Button pressed (no action triggered)
28581367 ms ; Button pressed (no action triggered)
28581675 ms ; Button pressed (no action triggered)
28582029 ms ; Button pressed (no action triggered)
28582414 ms ; Button pressed (no action triggered)
28582651 ms ; Button pressed (no action triggered)
28976235 ms ; Button pressed - Motor activated
28980376 ms ; Motor stopped - Micro switch triggered
28988451 ms ; Button pressed (no action triggered)
28989216 ms ; Button pressed (no action triggered)
28989648 ms ; Button pressed (no action triggered)
28990051 ms ; Button pressed (no action triggered)
28990498 ms ; Button pressed (no action triggered)
28994955 ms ; Button pressed (no action triggered)
29000561 ms ; Button pressed (no action triggered)
29001089 ms ; Button pressed (no action triggered)
29001436 ms ; Button pressed (no action triggered)
29001738 ms ; Button pressed (no action triggered)
29002019 ms ; Button pressed (no action triggered)
29462574 ms ; Button pressed - Motor activated
29466639 ms ; Motor stopped - Micro switch triggered
29469877 ms ; Button pressed (no action triggered)
29470746 ms ; Button pressed (no action triggered)
29796159 ms ; Button pressed - Motor activated
29799179 ms ; Button pressed (while motor running)
29800310 ms ; Motor stopped - Micro switch triggered
29807500 ms ; Button pressed (no action triggered)
29814534 ms ; Button pressed (no action triggered)
29817118 ms ; Button pressed (no action triggered)
29820565 ms ; Button pressed (no action triggered)
29821029 ms ; Button pressed (no action triggered)
29821595 ms ; Button pressed (no action triggered)
29830984 ms ; Button pressed - Motor activated
29834335 ms ; Button pressed (while motor running)
29835105 ms ; Motor stopped - Micro switch triggered
29838354 ms ; Button pressed (no action triggered)
29868530 ms ; Button pressed - Motor activated
29872504 ms ; Button pressed (while motor running)
29872621 ms ; Motor stopped - Micro switch triggered
29873652 ms ; Button pressed (no action triggered)
29892662 ms ; Button pressed (no action triggered)
29894284 ms ; Button pressed (no action triggered)
29895588 ms ; Button pressed (no action triggered)
29896052 ms ; Button pressed (no action triggered)
29897318 ms ; Button pressed (no action triggered)
29897648 ms ; Button pressed (no action triggered)
29897997 ms ; Button pressed (no action triggered)
29898434 ms ; Button pressed (no action triggered)
29898807 ms ; Button pressed (no action triggered)
29899138 ms ; Button pressed (no action triggered)
29899497 ms ; Button pressed (no action triggered)
30099151 ms ; Button pressed - Motor activated
30103293 ms ; Motor stopped - Micro switch triggered
30104550 ms ; Button pressed (no action triggered)
30112467 ms ; Button pressed (no action triggered)
30204524 ms ; Button pressed - Motor activated
30206076 ms ; Button pressed (while motor running)
30206617 ms ; Button pressed (while motor running)
30208598 ms ; Motor stopped - Micro switch triggered
30222994 ms ; Button pressed (no action triggered)
30223473 ms ; Button pressed (no action triggered)
30225759 ms ; Button pressed (no action triggered)
30226292 ms ; Button pressed (no action triggered)
30227746 ms ; Button pressed (no action triggered)
30231122 ms ; Button pressed (no action triggered)
30231512 ms ; Button pressed (no action triggered)
30231696 ms ; Button pressed (no action triggered)
30232025 ms ; Button pressed (no action triggered)
30232235 ms ; Button pressed (no action triggered)
30232408 ms ; Button pressed (no action triggered)
30232603 ms ; Button pressed (no action triggered)
30254518 ms ; Button pressed - Motor activated
30257776 ms ; Button pressed (while motor running)
30258654 ms ; Motor stopped - Micro switch triggered
30260553 ms ; Button pressed (no action triggered)
30264163 ms ; Button pressed (no action triggered)
30265288 ms ; Button pressed (no action triggered)
30266019 ms ; Button pressed (no action triggered)
30268481 ms ; Button pressed (no action triggered)
30273219 ms ; Button pressed (no action triggered)
30278475 ms ; Button pressed (no action triggered)
30278909 ms ; Button pressed (no action triggered)
30279259 ms ; Button pressed (no action triggered)
30282060 ms ; Button pressed (no action triggered)
30282565 ms ; Button pressed (no action triggered)
30283473 ms ; Button pressed (no action triggered)
30283967 ms ; Button pressed (no action triggered)
30284161 ms ; Button pressed (no action triggered)
30286239 ms ; Button pressed (no action triggered)
30286466 ms ; Button pressed (no action triggered)
30286639 ms ; Button pressed (no action triggered)
30286811 ms ; Button pressed (no action triggered)
30286963 ms ; Button pressed (no action triggered)
30287131 ms ; Button pressed (no action triggered)
30348887 ms ; Button pressed - Motor activated
30350119 ms ; Button pressed (while motor running)
30350482 ms ; Button pressed (while motor running)
30350941 ms ; Button pressed (while motor running)
30351256 ms ; Button pressed (while motor running)
30351782 ms ; Button pressed (while motor running)
30352219 ms ; Button pressed (while motor running)
30352642 ms ; Button pressed (while motor running)
30352919 ms ; Motor stopped - Micro switch triggered
30353042 ms ; Button pressed (no action triggered)
30353497 ms ; Button pressed (no action triggered)
30353931 ms ; Button pressed (no action triggered)
30354249 ms ; Button pressed (no action triggered)
30432825 ms ; Button pressed - Motor activated
30434058 ms ; Button pressed (while motor running)
30434337 ms ; Button pressed (while motor running)
30434707 ms ; Button pressed (while motor running)
30435258 ms ; Button pressed (while motor running)
30435527 ms ; Button pressed (while motor running)
30435788 ms ; Button pressed (while motor running)
30436126 ms ; Button pressed (while motor running)
30436375 ms ; Button pressed (while motor running)
30436769 ms ; Button pressed (while motor running)
30436993 ms ; Motor stopped - Micro switch triggered
30437293 ms ; Button pressed (no action triggered)
30437743 ms ; Button pressed (no action triggered)
30438218 ms ; Button pressed (no action triggered)
30438683 ms ; Button pressed (no action triggered)
30439124 ms ; Button pressed (no action triggered)
30439544 ms ; Button pressed (no action triggered)
30440219 ms ; Button pressed (no action triggered)
30441219 ms ; Button pressed (no action triggered)
30441488 ms ; Button pressed (no action triggered)
30441781 ms ; Button pressed (no action triggered)
30442039 ms ; Button pressed (no action triggered)
30442450 ms ; Button pressed (no action triggered)
30442703 ms ; Button pressed (no action triggered)
30442991 ms ; Button pressed (no action triggered)
30443277 ms ; Button pressed (no action triggered)
30443549 ms ; Button pressed (no action triggered)
30443809 ms ; Button pressed (no action triggered)
30444107 ms ; Button pressed (no action triggered)
30444429 ms ; Button pressed (no action triggered)
30444717 ms ; Button pressed (no action triggered)
30445147 ms ; Button pressed (no action triggered)
30448292 ms ; Button pressed (no action triggered)
30448606 ms ; Button pressed (no action triggered)
30448779 ms ; Button pressed (no action triggered)
30449052 ms ; Button pressed (no action triggered)
30449202 ms ; Button pressed (no action triggered)
30452141 ms ; Button pressed (no action triggered)
30452613 ms ; Button pressed (no action triggered)
30452953 ms ; Button pressed (no action triggered)
30678057 ms ; Button pressed - Motor activated
30679682 ms ; Button pressed (while motor running)
30680034 ms ; Button pressed (while motor running)
30681248 ms ; Button pressed (while motor running)
30681633 ms ; Button pressed (while motor running)
30682099 ms ; Motor stopped - Micro switch triggered
30682537 ms ; Button pressed (no action triggered)
30683121 ms ; Button pressed (no action triggered)
30684312 ms ; Button pressed (no action triggered)
30684717 ms ; Button pressed (no action triggered)
30685280 ms ; Button pressed (no action triggered)
30722668 ms ; Button pressed - Motor activated
30726763 ms ; Motor stopped - Micro switch triggered
30732994 ms ; Button pressed (no action triggered)
30734279 ms ; Button pressed (no action triggered)
30737815 ms ; Button pressed (no action triggered)
30740911 ms ; Button pressed (no action triggered)
30742055 ms ; Button pressed (no action triggered)
30748582 ms ; Button pressed (no action triggered)
30750864 ms ; Button pressed (no action triggered)
30754075 ms ; Button pressed (no action triggered)
30774197 ms ; Button pressed - Motor activated
30778249 ms ; Motor stopped - Micro switch triggered
30803897 ms ; Button pressed (no action triggered)
30822148 ms ; Button pressed - Motor activated
30826216 ms ; Motor stopped - Micro switch triggered
30874083 ms ; Button pressed - Motor activated
30878136 ms ; Motor stopped - Micro switch triggered
30920282 ms ; Button pressed - Motor activated
30924355 ms ; Motor stopped - Micro switch triggered
32110850 ms ; Button pressed - Motor activated
32114933 ms ; Motor stopped - Micro switch triggered
33103986 ms ; Button pressed - Motor activated
33108034 ms ; Motor stopped - Micro switch triggered
33108273 ms ; Button pressed (no action triggered)
33110723 ms ; Button pressed (no action triggered)
33111067 ms ; Button pressed (no action triggered)
33115968 ms ; Button pressed (no action triggered)
33699311 ms ; Button pressed - Motor activated
33703441 ms ; Motor stopped - Micro switch triggered
33706657 ms ; Button pressed (no action triggered)
33709298 ms ; Button pressed (no action triggered)
33732006 ms ; Button pressed (no action triggered)
33732597 ms ; Button pressed (no action triggered)
33734848 ms ; Button pressed - Motor activated
33738925 ms ; Motor stopped - Micro switch triggered
33740828 ms ; Button pressed (no action triggered)
33745486 ms ; Button pressed (no action triggered)
33752759 ms ; Button pressed (no action triggered)
33759055 ms ; Button pressed (no action triggered)
221 ms ; init
999593 ms ; Button pressed - Motor activated
1003776 ms ; Motor stopped - Micro switch triggered
1596040 ms ; Button pressed - Motor activated
1600173 ms ; Motor stopped - Micro switch triggered
5004433 ms ; Button pressed - Motor activated
5007397 ms ; Button pressed (while motor running)
5008618 ms ; Motor stopped - Micro switch triggered
5012246 ms ; Button pressed (no action triggered)
5012993 ms ; Button pressed (no action triggered)
5013345 ms ; Button pressed (no action triggered)
5013646 ms ; Button pressed (no action triggered)
5013875 ms ; Button pressed (no action triggered)
5014074 ms ; Button pressed (no action triggered)
5014283 ms ; Button pressed (no action triggered)
5014543 ms ; Button pressed (no action triggered)
