258 ms ; Init
837126 ms ; Button pressed (no action triggered)
837477 ms ; Button pressed (no action triggered)
837808 ms ; Button pressed (no action triggered)
838745 ms ; Button pressed (no action triggered)
839004 ms ; Button pressed (no action triggered)
839299 ms ; Button pressed (no action triggered)
839484 ms ; Button pressed (no action triggered)
840345 ms ; Button pressed (no action triggered)
840629 ms ; Button pressed (no action triggered)
840819 ms ; Button pressed (no action triggered)
841162 ms ; Button pressed (no action triggered)
841519 ms ; Button pressed (no action triggered)
842821 ms ; Button pressed (no action triggered)
848879 ms ; Button pressed (no action triggered)
849382 ms ; Button pressed (no action triggered)
849839 ms ; Button pressed (no action triggered)
850718 ms ; Button pressed (no action triggered)
850999 ms ; Button pressed (no action triggered)
851194 ms ; Button pressed (no action triggered)
851545 ms ; Button pressed (no action triggered)
852118 ms ; Button pressed (no action triggered)
852673 ms ; Button pressed (no action triggered)
853129 ms ; Button pressed (no action triggered)
853528 ms ; Button pressed (no action triggered)
854706 ms ; Button pressed (no action triggered)
872360 ms ; Button pressed - Motor activated
876413 ms ; Motor stopped - Micro switch triggered
877838 ms ; Button pressed (no action triggered)
885129 ms ; Button pressed (no action triggered)
924335 ms ; Button pressed - Motor activated
927590 ms ; Button pressed (while motor running)
928322 ms ; Motor stopped - Micro switch triggered
928600 ms ; Button pressed (no action triggered)
929251 ms ; Button pressed (no action triggered)
929464 ms ; Button pressed (no action triggered)
929672 ms ; Button pressed (no action triggered)
930021 ms ; Button pressed (no action triggered)
930627 ms ; Button pressed (no action triggered)
940562 ms ; Button pressed (no action triggered)
941113 ms ; Button pressed (no action triggered)
942833 ms ; Button pressed (no action triggered)
943112 ms ; Button pressed (no action triggered)
943346 ms ; Button pressed (no action triggered)
965447 ms ; Button pressed - Motor activated
969509 ms ; Motor stopped - Micro switch triggered
969776 ms ; Button pressed (no action triggered)
970739 ms ; Button pressed (no action triggered)
970901 ms ; Button pressed (no action triggered)
971072 ms ; Button pressed (no action triggered)
974960 ms ; Button pressed (no action triggered)
975171 ms ; Button pressed (no action triggered)
975376 ms ; Button pressed (no action triggered)
975592 ms ; Button pressed (no action triggered)
975817 ms ; Button pressed (no action triggered)
976773 ms ; Button pressed (no action triggered)
977028 ms ; Button pressed (no action triggered)
977319 ms ; Button pressed (no action triggered)
977581 ms ; Button pressed (no action triggered)
981470 ms ; Button pressed (no action triggered)
981754 ms ; Button pressed (no action triggered)
981981 ms ; Button pressed (no action triggered)
986179 ms ; Button pressed (no action triggered)
992315 ms ; Button pressed (no action triggered)
992788 ms ; Button pressed (no action triggered)
993193 ms ; Button pressed (no action triggered)
993459 ms ; Button pressed (no action triggered)
1016514 ms ; Button pressed - Motor activated
1018602 ms ; Button pressed (while motor running)
1019636 ms ; Button pressed (while motor running)
1020584 ms ; Motor stopped - Micro switch triggered
1022167 ms ; Button pressed (no action triggered)
1024373 ms ; Button pressed (no action triggered)
1026472 ms ; Button pressed (no action triggered)
1027453 ms ; Button pressed (no action triggered)
1027771 ms ; Button pressed (no action triggered)
1029287 ms ; Button pressed (no action triggered)
1030080 ms ; Button pressed (no action triggered)
1030297 ms ; Button pressed (no action triggered)
1030864 ms ; Button pressed (no action triggered)
1031717 ms ; Button pressed (no action triggered)
1032242 ms ; Button pressed (no action triggered)
1032816 ms ; Button pressed (no action triggered)
1035575 ms ; Button pressed (no action triggered)
1035855 ms ; Button pressed (no action triggered)
1036093 ms ; Button pressed (no action triggered)
1036374 ms ; Button pressed (no action triggered)
1036701 ms ; Button pressed (no action triggered)
1037584 ms ; Button pressed (no action triggered)
1041181 ms ; Button pressed (no action triggered)
1047336 ms ; Button pressed (no action triggered)
1047632 ms ; Button pressed (no action triggered)
1047912 ms ; Button pressed (no action triggered)
1048264 ms ; Button pressed (no action triggered)
1057801 ms ; Button pressed - Motor activated
1059920 ms ; Button pressed (while motor running)
1060406 ms ; Button pressed (while motor running)
1061825 ms ; Motor stopped - Micro switch triggered
1062486 ms ; Button pressed (no action triggered)
1062882 ms ; Button pressed (no action triggered)
1066045 ms ; Button pressed (no action triggered)
1066301 ms ; Button pressed (no action triggered)
1066605 ms ; Button pressed (no action triggered)
1068217 ms ; Button pressed (no action triggered)
1083638 ms ; Button pressed (no action triggered)
1084259 ms ; Button pressed (no action triggered)
1084716 ms ; Button pressed (no action triggered)
1085120 ms ; Button pressed (no action triggered)
1107622 ms ; Button pressed - Motor activated
1111693 ms ; Motor stopped - Micro switch triggered
1120285 ms ; Button pressed (no action triggered)
1133410 ms ; Button pressed (no action triggered)
1156663 ms ; Button pressed - Motor activated
1160668 ms ; Motor stopped - Micro switch triggered
1185808 ms ; Button pressed (no action triggered)
1186017 ms ; Button pressed (no action triggered)
1186287 ms ; Button pressed (no action triggered)
1186690 ms ; Button pressed (no action triggered)
1187476 ms ; Button pressed (no action triggered)
1192975 ms ; Button pressed - Motor activated
1194048 ms ; Button pressed (while motor running)
1195027 ms ; Button pressed (while motor running)
1197057 ms ; Motor stopped - Micro switch triggered
1232217 ms ; Button pressed - Motor activated
1233356 ms ; Button pressed (while motor running)
1233610 ms ; Button pressed (while motor running)
1233871 ms ; Button pressed (while motor running)
1236202 ms ; Motor stopped - Micro switch triggered
1244598 ms ; Button pressed (no action triggered)
1245533 ms ; Button pressed (no action triggered)
1245924 ms ; Button pressed (no action triggered)
1253711 ms ; Button pressed (no action triggered)
1254129 ms ; Button pressed (no action triggered)
1254390 ms ; Button pressed (no action triggered)
1254638 ms ; Button pressed (no action triggered)
1254859 ms ; Button pressed (no action triggered)
1255105 ms ; Button pressed (no action triggered)
1261434 ms ; Button pressed (no action triggered)
1267191 ms ; Button pressed - Motor activated
1268557 ms ; Button pressed (while motor running)
1269281 ms ; Button pressed (while motor running)
1270653 ms ; Button pressed (while motor running)
1271265 ms ; Motor stopped - Micro switch triggered
1271666 ms ; Button pressed (no action triggered)
1272620 ms ; Button pressed (no action triggered)
1273568 ms ; Button pressed (no action triggered)
1274603 ms ; Button pressed (no action triggered)
1297464 ms ; Button pressed (no action triggered)
1297742 ms ; Button pressed (no action triggered)
1297983 ms ; Button pressed (no action triggered)
1298217 ms ; Button pressed (no action triggered)
1298495 ms ; Button pressed (no action triggered)
1298738 ms ; Button pressed (no action triggered)
1298997 ms ; Button pressed (no action triggered)
1299218 ms ; Button pressed (no action triggered)
1299426 ms ; Button pressed (no action triggered)
1299586 ms ; Button pressed (no action triggered)
1299779 ms ; Button pressed (no action triggered)
1300312 ms ; Button pressed (no action triggered)
1300959 ms ; Button pressed (no action triggered)
1301829 ms ; Button pressed - Motor activated
1302903 ms ; Button pressed (while motor running)
1303220 ms ; Button pressed (while motor running)
1305856 ms ; Motor stopped - Micro switch triggered
1337423 ms ; Button pressed - Motor activated
1339579 ms ; Button pressed (while motor running)
1341471 ms ; Motor stopped - Micro switch triggered
1349886 ms ; Button pressed (no action triggered)
1350096 ms ; Button pressed (no action triggered)
1350543 ms ; Button pressed (no action triggered)
1358402 ms ; Button pressed (no action triggered)
1360581 ms ; Button pressed (no action triggered)
1362650 ms ; Button pressed (no action triggered)
1364377 ms ; Button pressed (no action triggered)
1366296 ms ; Button pressed (no action triggered)
1367339 ms ; Button pressed (no action triggered)
1367641 ms ; Button pressed (no action triggered)
1385676 ms ; Button pressed - Motor activated
1388894 ms ; Button pressed (while motor running)
1389729 ms ; Motor stopped - Micro switch triggered
1394428 ms ; Button pressed (no action triggered)
1397841 ms ; Button pressed (no action triggered)
1399563 ms ; Button pressed (no action triggered)
1416179 ms ; Button pressed (no action triggered)
1423066 ms ; Button pressed - Motor activated
1427054 ms ; Motor stopped - Micro switch triggered
1439609 ms ; Button pressed (no action triggered)
1453478 ms ; Button pressed (no action triggered)
1454005 ms ; Button pressed (no action triggered)
1454511 ms ; Button pressed (no action triggered)
1525141 ms ; Button pressed - Motor activated
1528991 ms ; Button pressed (while motor running)
1529212 ms ; Motor stopped - Micro switch triggered
1529332 ms ; Button pressed (no action triggered)
1529617 ms ; Button pressed (no action triggered)
1529979 ms ; Button pressed (no action triggered)
1530164 ms ; Button pressed (no action triggered)
1530699 ms ; Button pressed (no action triggered)
1926688 ms ; Button pressed - Motor activated
1929725 ms ; Button pressed (while motor running)
1930674 ms ; Motor stopped - Micro switch triggered
1932372 ms ; Button pressed (no action triggered)
1939993 ms ; Button pressed (no action triggered)
1945095 ms ; Button pressed (no action triggered)
1945572 ms ; Button pressed (no action triggered)
1967621 ms ; Button pressed - Motor activated
1969505 ms ; Button pressed (while motor running)
1969796 ms ; Button pressed (while motor running)
1971780 ms ; Motor stopped - Micro switch triggered
2388761 ms ; Button pressed - Motor activated
2392157 ms ; Button pressed (while motor running)
2392843 ms ; Motor stopped - Micro switch triggered
2395163 ms ; Button pressed (no action triggered)
2398495 ms ; Button pressed (no action triggered)
2400397 ms ; Button pressed (no action triggered)
2400803 ms ; Button pressed (no action triggered)
2401021 ms ; Button pressed (no action triggered)
2401226 ms ; Button pressed (no action triggered)
8520208 ms ; Button pressed - Motor activated
8524313 ms ; Motor stopped - Micro switch triggered
8527262 ms ; Button pressed (no action triggered)
8963953 ms ; Button pressed - Motor activated
8965070 ms ; Button pressed (while motor running)
8968123 ms ; Motor stopped - Micro switch triggered
8970554 ms ; Button pressed (no action triggered)
8970962 ms ; Button pressed (no action triggered)
8971216 ms ; Button pressed (no action triggered)
8971390 ms ; Button pressed (no action triggered)
8971650 ms ; Button pressed (no action triggered)
8971896 ms ; Button pressed (no action triggered)
8972126 ms ; Button pressed (no action triggered)
8972344 ms ; Button pressed (no action triggered)
8972563 ms ; Button pressed (no action triggered)
8972838 ms ; Button pressed (no action triggered)
8973280 ms ; Button pressed (no action triggered)
8973698 ms ; Button pressed (no action triggered)
8974166 ms ; Button pressed (no action triggered)
8980147 ms ; Button pressed (no action triggered)
8987232 ms ; Button pressed (no action triggered)
8994241 ms ; Button pressed (no action triggered)
9632693 ms ; Button pressed - Motor activated
9636811 ms ; Motor stopped - Micro switch triggered
9637526 ms ; Button pressed (no action triggered)
9648270 ms ; Button pressed (no action triggered)
10725238 ms ; Button pressed - Motor activated
10729394 ms ; Motor stopped - Micro switch triggered
10738653 ms ; Button pressed (no action triggered)
10739539 ms ; Button pressed (no action triggered)
10739999 ms ; Button pressed (no action triggered)
10740549 ms ; Button pressed (no action triggered)
10743414 ms ; Button pressed (no action triggered)
10744512 ms ; Button pressed (no action triggered)
10745314 ms ; Button pressed (no action triggered)
10750861 ms ; Button pressed (no action triggered)
10756966 ms ; Button pressed (no action triggered)
10762441 ms ; Button pressed - Motor activated
10766521 ms ; Motor stopped - Micro switch triggered
10776044 ms ; Button pressed (no action triggered)
10780485 ms ; Button pressed (no action triggered)
10819677 ms ; Button pressed - Motor activated
10820854 ms ; Button pressed (while motor running)
10821154 ms ; Button pressed (while motor running)
10821443 ms ; Button pressed (while motor running)
10821792 ms ; Button pressed (while motor running)
10822019 ms ; Button pressed (while motor running)
10822255 ms ; Button pressed (while motor running)
10822511 ms ; Button pressed (while motor running)
10822752 ms ; Button pressed (while motor running)
10822965 ms ; Button pressed (while motor running)
10823804 ms ; Motor stopped - Micro switch triggered
10825000 ms ; Button pressed (no action triggered)
10825255 ms ; Button pressed (no action triggered)
10825462 ms ; Button pressed (no action triggered)
10825723 ms ; Button pressed (no action triggered)
10826050 ms ; Button pressed (no action triggered)
10826369 ms ; Button pressed (no action triggered)
10826759 ms ; Button pressed (no action triggered)
11539664 ms ; Button pressed - Motor activated
11540744 ms ; Button pressed (while motor running)
11540984 ms ; Button pressed (while motor running)
11541176 ms ; Button pressed (while motor running)
11541414 ms ; Button pressed (while motor running)
11541664 ms ; Button pressed (while motor running)
11541876 ms ; Button pressed (while motor running)
11542123 ms ; Button pressed (while motor running)
11542344 ms ; Button pressed (while motor running)
11542579 ms ; Button pressed (while motor running)
11542792 ms ; Button pressed (while motor running)
11542983 ms ; Button pressed (while motor running)
11543217 ms ; Button pressed (while motor running)
11543407 ms ; Button pressed (while motor running)
11543771 ms ; Motor stopped - Micro switch triggered
11544275 ms ; Button pressed (no action triggered)
11544496 ms ; Button pressed (no action triggered)
11545385 ms ; Button pressed (no action triggered)
11545706 ms ; Button pressed (no action triggered)
11546085 ms ; Button pressed (no action triggered)
11546286 ms ; Button pressed (no action triggered)
11546885 ms ; Button pressed (no action triggered)
14752225 ms ; Button pressed - Motor activated
14756344 ms ; Motor stopped - Micro switch triggered
14770718 ms ; Button pressed (no action triggered)
14772120 ms ; Button pressed (no action triggered)
14773279 ms ; Button pressed (no action triggered)
14775953 ms ; Button pressed (no action triggered)
15542625 ms ; Button pressed - Motor activated
15544413 ms ; Button pressed (while motor running)
15546784 ms ; Motor stopped - Micro switch triggered
15549003 ms ; Button pressed (no action triggered)
15549665 ms ; Button pressed (no action triggered)
15554279 ms ; Button pressed (no action triggered)
15885950 ms ; Button pressed - Motor activated
15890037 ms ; Motor stopped - Micro switch triggered
15895011 ms ; Button pressed (no action triggered)
15895680 ms ; Button pressed (no action triggered)
15896157 ms ; Button pressed (no action triggered)
15896627 ms ; Button pressed (no action triggered)
15897097 ms ; Button pressed (no action triggered)
15902514 ms ; Button pressed (no action triggered)
15903005 ms ; Button pressed (no action triggered)
15922660 ms ; Button pressed - Motor activated
15923972 ms ; Button pressed (while motor running)
15926795 ms ; Motor stopped - Micro switch triggered
17131430 ms ; Button pressed - Motor activated
17135476 ms ; Motor stopped - Micro switch triggered
17141477 ms ; Button pressed (no action triggered)
17258670 ms ; Button pressed - Motor activated
17262789 ms ; Motor stopped - Micro switch triggered
17263942 ms ; Button pressed (no action triggered)
17266176 ms ; Button pressed (no action triggered)
17268406 ms ; Button pressed (no action triggered)
17275130 ms ; Button pressed (no action triggered)
17279465 ms ; Button pressed (no action triggered)
17284961 ms ; Button pressed (no action triggered)
17428464 ms ; Button pressed - Motor activated
17431202 ms ; Button pressed (while motor running)
17432571 ms ; Motor stopped - Micro switch triggered
17433142 ms ; Button pressed (no action triggered)
17433764 ms ; Button pressed (no action triggered)
17434328 ms ; Button pressed (no action triggered)
17434720 ms ; Button pressed (no action triggered)
17435040 ms ; Button pressed (no action triggered)
17435304 ms ; Button pressed (no action triggered)
17435543 ms ; Button pressed (no action triggered)
17435840 ms ; Button pressed (no action triggered)
17436081 ms ; Button pressed (no action triggered)
17436312 ms ; Button pressed (no action triggered)
17436568 ms ; Button pressed (no action triggered)
17436856 ms ; Button pressed (no action triggered)
17437170 ms ; Button pressed (no action triggered)
17437474 ms ; Button pressed (no action triggered)
17437822 ms ; Button pressed (no action triggered)
17438449 ms ; Button pressed (no action triggered)
17438761 ms ; Button pressed (no action triggered)
17438946 ms ; Button pressed (no action triggered)
17439571 ms ; Button pressed (no action triggered)
17445982 ms ; Button pressed (no action triggered)
17464312 ms ; Button pressed - Motor activated
17465612 ms ; Button pressed (while motor running)
17465864 ms ; Button pressed (while motor running)
17466001 ms ; Button pressed (while motor running)
17466312 ms ; Button pressed (while motor running)
17466511 ms ; Button pressed (while motor running)
17468073 ms ; Button pressed (while motor running)
17468346 ms ; Button pressed (while motor running)
17468407 ms ; Motor stopped - Micro switch triggered
17468709 ms ; Button pressed (no action triggered)
17472168 ms ; Button pressed (no action triggered)
17472430 ms ; Button pressed (no action triggered)
17472655 ms ; Button pressed (no action triggered)
17473111 ms ; Button pressed (no action triggered)
17473441 ms ; Button pressed (no action triggered)
17473769 ms ; Button pressed (no action triggered)
17474019 ms ; Button pressed (no action triggered)
17474264 ms ; Button pressed (no action triggered)
17474499 ms ; Button pressed (no action triggered)
17475257 ms ; Button pressed (no action triggered)
17475568 ms ; Button pressed (no action triggered)
17476204 ms ; Button pressed (no action triggered)
17476534 ms ; Button pressed (no action triggered)
17476839 ms ; Button pressed (no action triggered)
17476960 ms ; Button pressed (no action triggered)
17477124 ms ; Button pressed (no action triggered)
17494273 ms ; Button pressed (no action triggered)
17494699 ms ; Button pressed (no action triggered)
17495220 ms ; Button pressed (no action triggered)
17496139 ms ; Button pressed (no action triggered)
17496648 ms ; Button pressed (no action triggered)
17497119 ms ; Button pressed (no action triggered)
17497601 ms ; Button pressed (no action triggered)
17500815 ms ; Button pressed - Motor activated
17504931 ms ; Motor stopped - Micro switch triggered
17505462 ms ; Button pressed (no action triggered)
17505837 ms ; Button pressed (no action triggered)
17507755 ms ; Button pressed (no action triggered)
17507972 ms ; Button pressed (no action triggered)
17508172 ms ; Button pressed (no action triggered)
17508360 ms ; Button pressed (no action triggered)
17509452 ms ; Button pressed (no action triggered)
17509728 ms ; Button pressed (no action triggered)
17510253 ms ; Button pressed (no action triggered)
17510534 ms ; Button pressed (no action triggered)
17510842 ms ; Button pressed (no action triggered)
17535187 ms ; Button pressed - Motor activated
17539085 ms ; Button pressed (while motor running)
17539219 ms ; Motor stopped - Micro switch triggered
17541258 ms ; Button pressed (no action triggered)
17541645 ms ; Button pressed (no action triggered)
17541935 ms ; Button pressed (no action triggered)
17542221 ms ; Button pressed (no action triggered)
17542480 ms ; Button pressed (no action triggered)
17542718 ms ; Button pressed (no action triggered)
17542956 ms ; Button pressed (no action triggered)
17543184 ms ; Button pressed (no action triggered)
17543750 ms ; Button pressed (no action triggered)
17554169 ms ; Button pressed (no action triggered)
17554457 ms ; Button pressed (no action triggered)
17554685 ms ; Button pressed (no action triggered)
17555138 ms ; Button pressed (no action triggered)
17564358 ms ; Button pressed (no action triggered)
17568587 ms ; Button pressed (no action triggered)
17580561 ms ; Button pressed - Motor activated
17584667 ms ; Motor stopped - Micro switch triggered
17595499 ms ; Button pressed (no action triggered)
17636278 ms ; Button pressed - Motor activated
17637420 ms ; Button pressed (while motor running)
17637753 ms ; Button pressed (while motor running)
17638105 ms ; Button pressed (while motor running)
17640281 ms ; Motor stopped - Micro switch triggered
17649271 ms ; Button pressed (no action triggered)
17650495 ms ; Button pressed (no action triggered)
17651095 ms ; Button pressed (no action triggered)
17651389 ms ; Button pressed (no action triggered)
17651692 ms ; Button pressed (no action triggered)
17652050 ms ; Button pressed (no action triggered)
17652503 ms ; Button pressed (no action triggered)
17662407 ms ; Button pressed (no action triggered)
17662845 ms ; Button pressed (no action triggered)
17663371 ms ; Button pressed (no action triggered)
17663809 ms ; Button pressed (no action triggered)
17664119 ms ; Button pressed (no action triggered)
17664410 ms ; Button pressed (no action triggered)
17664690 ms ; Button pressed (no action triggered)
17695739 ms ; Button pressed - Motor activated
17698426 ms ; Button pressed (while motor running)
17699829 ms ; Motor stopped - Micro switch triggered
17742075 ms ; Button pressed - Motor activated
17743265 ms ; Button pressed (while motor running)
17746044 ms ; Button pressed (while motor running)
17746121 ms ; Motor stopped - Micro switch triggered
17746591 ms ; Button pressed (no action triggered)
17747053 ms ; Button pressed (no action triggered)
17747357 ms ; Button pressed (no action triggered)
17747699 ms ; Button pressed (no action triggered)
17748036 ms ; Button pressed (no action triggered)
17748289 ms ; Button pressed (no action triggered)
17748649 ms ; Button pressed (no action triggered)
17748969 ms ; Button pressed (no action triggered)
17749242 ms ; Button pressed (no action triggered)
17749513 ms ; Button pressed (no action triggered)
17749792 ms ; Button pressed (no action triggered)
17750079 ms ; Button pressed (no action triggered)
17750713 ms ; Button pressed (no action triggered)
17751005 ms ; Button pressed (no action triggered)
17751304 ms ; Button pressed (no action triggered)
17752221 ms ; Button pressed (no action triggered)
17753086 ms ; Button pressed (no action triggered)
17753683 ms ; Button pressed (no action triggered)
17754248 ms ; Button pressed (no action triggered)
17755164 ms ; Button pressed (no action triggered)
17755731 ms ; Button pressed (no action triggered)
17756377 ms ; Button pressed (no action triggered)
17756989 ms ; Button pressed (no action triggered)
17762106 ms ; Button pressed (no action triggered)
17764749 ms ; Button pressed (no action triggered)
17783196 ms ; Button pressed - Motor activated
17784414 ms ; Button pressed (while motor running)
17784689 ms ; Button pressed (while motor running)
17784984 ms ; Button pressed (while motor running)
17785318 ms ; Button pressed (while motor running)
17785723 ms ; Button pressed (while motor running)
17786123 ms ; Button pressed (while motor running)
17786551 ms ; Button pressed (while motor running)
17787042 ms ; Button pressed (while motor running)
17787231 ms ; Motor stopped - Micro switch triggered
17787532 ms ; Button pressed (no action triggered)
17787971 ms ; Button pressed (no action triggered)
17791413 ms ; Button pressed (no action triggered)
17791684 ms ; Button pressed (no action triggered)
17791976 ms ; Button pressed (no action triggered)
17792260 ms ; Button pressed (no action triggered)
17792535 ms ; Button pressed (no action triggered)
17792778 ms ; Button pressed (no action triggered)
17793038 ms ; Button pressed (no action triggered)
17793285 ms ; Button pressed (no action triggered)
17793540 ms ; Button pressed (no action triggered)
17794103 ms ; Button pressed (no action triggered)
17826677 ms ; Button pressed - Motor activated
17830732 ms ; Motor stopped - Micro switch triggered
17831284 ms ; Button pressed (no action triggered)
17834635 ms ; Button pressed (no action triggered)
17837873 ms ; Button pressed (no action triggered)
17838500 ms ; Button pressed (no action triggered)
17838779 ms ; Button pressed (no action triggered)
17839030 ms ; Button pressed (no action triggered)
17839385 ms ; Button pressed (no action triggered)
17839775 ms ; Button pressed (no action triggered)
17862145 ms ; Button pressed - Motor activated
17866161 ms ; Motor stopped - Micro switch triggered
17873202 ms ; Button pressed (no action triggered)
17873344 ms ; Button pressed (no action triggered)
17873767 ms ; Button pressed (no action triggered)
17913296 ms ; Button pressed - Motor activated
17917349 ms ; Motor stopped - Micro switch triggered
18012479 ms ; Button pressed - Motor activated
18013715 ms ; Button pressed (while motor running)
18014059 ms ; Button pressed (while motor running)
18014486 ms ; Button pressed (while motor running)
18014821 ms ; Button pressed (while motor running)
18015135 ms ; Button pressed (while motor running)
18015396 ms ; Button pressed (while motor running)
18015636 ms ; Button pressed (while motor running)
18016447 ms ; Motor stopped - Micro switch triggered
18019155 ms ; Button pressed (no action triggered)
18035187 ms ; Button pressed (no action triggered)
18035569 ms ; Button pressed (no action triggered)
18035879 ms ; Button pressed (no action triggered)
234 ms ; Init
238 ms ; Init
243 ms ; Init
16710645 ms ; Button pressed - Motor activated
16714797 ms ; Motor stopped - Micro switch triggered
16715347 ms ; Button pressed (no action triggered)
16716945 ms ; Button pressed (no action triggered)
16726751 ms ; Button pressed (no action triggered)
16729624 ms ; Button pressed (no action triggered)
16730930 ms ; Button pressed (no action triggered)
16762722 ms ; Button pressed - Motor activated
16764771 ms ; Button pressed (while motor running)
16766844 ms ; Motor stopped - Micro switch triggered
16767921 ms ; Button pressed (no action triggered)
16768243 ms ; Button pressed (no action triggered)
16768660 ms ; Button pressed (no action triggered)
16768960 ms ; Button pressed (no action triggered)
16770732 ms ; Button pressed (no action triggered)
16772743 ms ; Button pressed (no action triggered)
16773274 ms ; Button pressed (no action triggered)
16773685 ms ; Button pressed (no action triggered)
16773900 ms ; Button pressed (no action triggered)
16774092 ms ; Button pressed (no action triggered)
16778358 ms ; Button pressed (no action triggered)
16779843 ms ; Button pressed (no action triggered)
16780059 ms ; Button pressed (no action triggered)
16780357 ms ; Button pressed (no action triggered)
16780602 ms ; Button pressed (no action triggered)
16781175 ms ; Button pressed (no action triggered)
16781308 ms ; Button pressed (no action triggered)
16781625 ms ; Button pressed (no action triggered)
16782266 ms ; Button pressed (no action triggered)
16782894 ms ; Button pressed (no action triggered)
16784467 ms ; Button pressed (no action triggered)
16785101 ms ; Button pressed (no action triggered)
16785661 ms ; Button pressed (no action triggered)
16832231 ms ; Button pressed - Motor activated
16835011 ms ; Button pressed (while motor running)
16836292 ms ; Button pressed (while motor running)
16836389 ms ; Motor stopped - Micro switch triggered
16843567 ms ; Button pressed (no action triggered)
16844011 ms ; Button pressed (no action triggered)
16844576 ms ; Button pressed (no action triggered)
16864720 ms ; Button pressed (no action triggered)
16866589 ms ; Button pressed - Motor activated
16870072 ms ; Button pressed (while motor running)
16870649 ms ; Motor stopped - Micro switch triggered
16875129 ms ; Button pressed (no action triggered)
16876778 ms ; Button pressed (no action triggered)
16878143 ms ; Button pressed (no action triggered)
16885039 ms ; Button pressed (no action triggered)
16889404 ms ; Button pressed (no action triggered)
16889830 ms ; Button pressed (no action triggered)
16890376 ms ; Button pressed (no action triggered)
16890767 ms ; Button pressed (no action triggered)
16891054 ms ; Button pressed (no action triggered)
16891280 ms ; Button pressed (no action triggered)
16891676 ms ; Button pressed (no action triggered)
16892193 ms ; Button pressed (no action triggered)
16893304 ms ; Button pressed (no action triggered)
16998457 ms ; Button pressed - Motor activated
17000776 ms ; Button pressed (while motor running)
17002617 ms ; Motor stopped - Micro switch triggered
17002989 ms ; Button pressed (no action triggered)
17004352 ms ; Button pressed (no action triggered)
17005188 ms ; Button pressed (no action triggered)
17010774 ms ; Button pressed (no action triggered)
17012264 ms ; Button pressed (no action triggered)
17012868 ms ; Button pressed (no action triggered)
17013540 ms ; Button pressed (no action triggered)
17014575 ms ; Button pressed (no action triggered)
17016054 ms ; Button pressed (no action triggered)
17018010 ms ; Button pressed (no action triggered)
17027564 ms ; Button pressed (no action triggered)
17028861 ms ; Button pressed (no action triggered)
17040696 ms ; Button pressed - Motor activated
17043126 ms ; Button pressed (while motor running)
17044801 ms ; Motor stopped - Micro switch triggered
17045338 ms ; Button pressed (no action triggered)
17047259 ms ; Button pressed (no action triggered)
17048335 ms ; Button pressed (no action triggered)
17049360 ms ; Button pressed (no action triggered)
17051920 ms ; Button pressed (no action triggered)
17052815 ms ; Button pressed (no action triggered)
17055237 ms ; Button pressed (no action triggered)
17057586 ms ; Button pressed (no action triggered)
17060036 ms ; Button pressed (no action triggered)
17065175 ms ; Button pressed (no action triggered)
17069229 ms ; Button pressed (no action triggered)
17070259 ms ; Button pressed (no action triggered)
17071137 ms ; Button pressed (no action triggered)
17078422 ms ; Button pressed - Motor activated
17082571 ms ; Motor stopped - Micro switch triggered
17210347 ms ; Button pressed - Motor activated
17214430 ms ; Motor stopped - Micro switch triggered
17217954 ms ; Button pressed (no action triggered)
17220498 ms ; Button pressed (no action triggered)
17224605 ms ; Button pressed (no action triggered)
17226598 ms ; Button pressed (no action triggered)
17237124 ms ; Button pressed (no action triggered)
17237223 ms ; Button pressed (no action triggered)
17239857 ms ; Button pressed (no action triggered)
18225305 ms ; Button pressed - Motor activated
18229473 ms ; Motor stopped - Micro switch triggered
18229785 ms ; Button pressed (no action triggered)
18229995 ms ; Button pressed (no action triggered)
18232915 ms ; Button pressed (no action triggered)
18234946 ms ; Button pressed (no action triggered)
18238398 ms ; Button pressed (no action triggered)
18241538 ms ; Button pressed (no action triggered)
18247380 ms ; Button pressed (no action triggered)
18247959 ms ; Button pressed (no action triggered)
18249395 ms ; Button pressed (no action triggered)
18433539 ms ; Button pressed - Motor activated
18437702 ms ; Motor stopped - Micro switch triggered
18440591 ms ; Button pressed (no action triggered)
18440968 ms ; Button pressed (no action triggered)
18452868 ms ; Button pressed (no action triggered)
18453430 ms ; Button pressed (no action triggered)
18454042 ms ; Button pressed (no action triggered)
18454345 ms ; Button pressed (no action triggered)
18454624 ms ; Button pressed (no action triggered)
18454721 ms ; Button pressed (no action triggered)
18455000 ms ; Button pressed (no action triggered)
18455482 ms ; Button pressed (no action triggered)
18456030 ms ; Button pressed (no action triggered)
18456576 ms ; Button pressed (no action triggered)
18456987 ms ; Button pressed (no action triggered)
18457541 ms ; Button pressed (no action triggered)
18461765 ms ; Button pressed (no action triggered)
18463223 ms ; Button pressed (no action triggered)
18463935 ms ; Button pressed (no action triggered)
18464245 ms ; Button pressed (no action triggered)
18464482 ms ; Button pressed (no action triggered)
18721753 ms ; Button pressed - Motor activated
18725915 ms ; Motor stopped - Micro switch triggered
18865694 ms ; Button pressed - Motor activated
18867085 ms ; Button pressed (while motor running)
18869832 ms ; Motor stopped - Micro switch triggered
18869859 ms ; Button pressed (no action triggered)
18872692 ms ; Button pressed (no action triggered)
18874700 ms ; Button pressed (no action triggered)
18878411 ms ; Button pressed (no action triggered)
18918296 been pressed
