258 ms ; Init
30091710 ms ; Button pressed - Motor activated
30094001 ms ; Button pressed (while motor running)
30094798 ms ; Button pressed (while motor running)
30095807 ms ; Motor stopped - Micro switch triggered
30097006 ms ; Button pressed (no action triggered)
30103044 ms ; Button pressed (no action triggered)
30103374 ms ; Button pressed (no action triggered)
30103640 ms ; Button pressed (no action triggered)
30103974 ms ; Button pressed (no action triggered)
30104586 ms ; Button pressed (no action triggered)
30130046 ms ; Button pressed - Motor activated
30134174 ms ; Motor stopped - Micro switch triggered
30142716 ms ; Button pressed (no action triggered)
30143176 ms ; Button pressed (no action triggered)
30144887 ms ; Button pressed (no action triggered)
30159360 ms ; Button pressed (no action triggered)
30160880 ms ; Button pressed (no action triggered)
30284101 ms ; Button pressed - Motor activated
30288166 ms ; Motor stopped - Micro switch triggered
30288586 ms ; Button pressed (no action triggered)
30296248 ms ; Button pressed (no action triggered)
30298725 ms ; Button pressed (no action triggered)
30299780 ms ; Button pressed (no action triggered)
30300858 ms ; Button pressed (no action triggered)
30301134 ms ; Button pressed (no action triggered)
30301924 ms ; Button pressed (no action triggered)
30302044 ms ; Button pressed (no action triggered)
30302148 ms ; Button pressed (no action triggered)
30303522 ms ; Button pressed (no action triggered)
30316206 ms ; Button pressed (no action triggered)
30316549 ms ; Button pressed (no action triggered)
30316868 ms ; Button pressed (no action triggered)
30319612 ms ; Button pressed - Motor activated
30322490 ms ; Button pressed (while motor running)
30323158 ms ; Button pressed (while motor running)
30323724 ms ; Motor stopped - Micro switch triggered
30325092 ms ; Button pressed (no action triggered)
30331454 ms ; Button pressed (no action triggered)
30333658 ms ; Button pressed (no action triggered)
30334046 ms ; Button pressed (no action triggered)
30341003 ms ; Button pressed (no action triggered)
30341363 ms ; Button pressed (no action triggered)
30341642 ms ; Button pressed (no action triggered)
30343117 ms ; Button pressed (no action triggered)
129 ms ; Init
196 ms ; Button pressed (no action triggered)
4314001 ms ; Button pressed - Motor activated
4318128 ms ; Motor stopped - Micro switch triggered
4339450 ms ; Button pressed (no action triggered)
4340723 ms ; Button pressed (no action triggered)
6362185 ms ; Button pressed - Motor activated
6363845 ms ; Button pressed (while motor running)
6365817 ms ; Button pressed (while motor running)
6366370 ms ; Motor stopped - Micro switch triggered
6368108 ms ; Button pressed (no action triggered)
6368860 ms ; Button pressed (no action triggered)
6369122 ms ; Button pressed (no action triggered)
6369311 ms ; Button pressed (no action triggered)
6369551 ms ; Button pressed (no action triggered)
6376991 ms ; Button pressed (no action triggered)
6382893 ms ; Button pressed (no action triggered)
6384203 ms ; Button pressed (no action triggered)
6388851 ms ; Button pressed (no action triggered)
6389109 ms ; Button pressed (no action triggered)
6389302 ms ; Button pressed (no action triggered)
6389552 ms ; Button pressed (no action triggered)
6389855 ms ; Button pressed (no action triggered)
6391448 ms ; Button pressed (no action triggered)
6392419 ms ; Button pressed (no action triggered)
6392750 ms ; Button pressed (no action triggered)
6399330 ms ; Button pressed - Motor activated
6403526 ms ; Motor stopped - Micro switch triggered
6403712 ms ; Button pressed (no action triggered)
6405395 ms ; Button pressed (no action triggered)
6407956 ms ; Button pressed (no action triggered)
6469434 ms ; Button pressed - Motor activated
6473568 ms ; Motor stopped - Micro switch triggered
6481005 ms ; Button pressed (no action triggered)
6481534 ms ; Button pressed (no action triggered)
6482242 ms ; Button pressed (no action triggered)
6491079 ms ; Button pressed (no action triggered)
6494576 ms ; Button pressed (no action triggered)
6496568 ms ; Button pressed (no action triggered)
6497107 ms ; Button pressed (no action triggered)
6498113 ms ; Button pressed (no action triggered)
6498541 ms ; Button pressed (no action triggered)
6499751 ms ; Button pressed (no action triggered)
6606850 ms ; Button pressed - Motor activated
6609980 ms ; Button pressed (while motor running)
6610430 ms ; Button pressed (while motor running)
6611016 ms ; Motor stopped - Micro switch triggered
6611373 ms ; Button pressed (no action triggered)
6613713 ms ; Button pressed (no action triggered)
6614595 ms ; Button pressed (no action triggered)
6616216 ms ; Button pressed (no action triggered)
6618566 ms ; Button pressed (no action triggered)
6618814 ms ; Button pressed (no action triggered)
6619002 ms ; Button pressed (no action triggered)
6619275 ms ; Button pressed (no action triggered)
6619516 ms ; Button pressed (no action triggered)
6620325 ms ; Button pressed (no action triggered)
6621402 ms ; Button pressed (no action triggered)
6622234 ms ; Button pressed (no action triggered)
6622970 ms ; Button pressed (no action triggered)
7111101 ms ; Button pressed - Motor activated
7112288 ms ; Button pressed (while motor running)
7112526 ms ; Button pressed (while motor running)
7112716 ms ; Button pressed (while motor running)
7112909 ms ; Button pressed (while motor running)
7113100 ms ; Button pressed (while motor running)
7113172 ms ; Button pressed (while motor running)
7113472 ms ; Button pressed (while motor running)
7113661 ms ; Button pressed (while motor running)
7113889 ms ; Button pressed (while motor running)
7114132 ms ; Button pressed (while motor running)
7114386 ms ; Button pressed (while motor running)
7114585 ms ; Button pressed (while motor running)
7114665 ms ; Button pressed (while motor running)
7114799 ms ; Button pressed (while motor running)
7115191 ms ; Motor stopped - Micro switch triggered
7115386 ms ; Button pressed (no action triggered)
7115602 ms ; Button pressed (no action triggered)
7115777 ms ; Button pressed (no action triggered)
7115988 ms ; Button pressed (no action triggered)
7116183 ms ; Button pressed (no action triggered)
7116388 ms ; Button pressed (no action triggered)
7116596 ms ; Button pressed (no action triggered)
7116797 ms ; Button pressed (no action triggered)
7116990 ms ; Button pressed (no action triggered)
7117190 ms ; Button pressed (no action triggered)
7117387 ms ; Button pressed (no action triggered)
7117584 ms ; Button pressed (no action triggered)
7117787 ms ; Button pressed (no action triggered)
7117978 ms ; Button pressed (no action triggered)
7118400 ms ; Button pressed (no action triggered)
7118576 ms ; Button pressed (no action triggered)
7118761 ms ; Button pressed (no action triggered)
7118942 ms ; Button pressed (no action triggered)
7119124 ms ; Button pressed (no action triggered)
7119325 ms ; Button pressed (no action triggered)
7119500 ms ; Button pressed (no action triggered)
7119711 ms ; Button pressed (no action triggered)
7119889 ms ; Button pressed (no action triggered)
7120072 ms ; Button pressed (no action triggered)
7120263 ms ; Button pressed (no action triggered)
7120457 ms ; Button pressed (no action triggered)
7120666 ms ; Button pressed (no action triggered)
7120925 ms ; Button pressed (no action triggered)
7121446 ms ; Button pressed (no action triggered)
7121928 ms ; Button pressed (no action triggered)
7122462 ms ; Button pressed (no action triggered)
7122960 ms ; Button pressed (no action triggered)
7123428 ms ; Button pressed (no action triggered)
7123872 ms ; Button pressed (no action triggered)
7124296 ms ; Button pressed (no action triggered)
7124730 ms ; Button pressed (no action triggered)
7128093 ms ; Button pressed (no action triggered)
7128631 ms ; Button pressed (no action triggered)
7128839 ms ; Button pressed (no action triggered)
7128992 ms ; Button pressed (no action triggered)
7129222 ms ; Button pressed (no action triggered)
7129561 ms ; Button pressed (no action triggered)
7129778 ms ; Button pressed (no action triggered)
7129962 ms ; Button pressed (no action triggered)
7130148 ms ; Button pressed (no action triggered)
7130322 ms ; Button pressed (no action triggered)
7130800 ms ; Button pressed (no action triggered)
7131011 ms ; Button pressed (no action triggered)
7131196 ms ; Button pressed (no action triggered)
7131491 ms ; Button pressed (no action triggered)
7131748 ms ; Button pressed (no action triggered)
7132091 ms ; Button pressed (no action triggered)
7134742 ms ; Button pressed (no action triggered)
7139903 ms ; Button pressed (no action triggered)
7145652 ms ; Button pressed - Motor activated
7146887 ms ; Button pressed (while motor running)
7147087 ms ; Button pressed (while motor running)
7147797 ms ; Button pressed (while motor running)
7148028 ms ; Button pressed (while motor running)
7148236 ms ; Button pressed (while motor running)
7148446 ms ; Button pressed (while motor running)
7148936 ms ; Button pressed (while motor running)
7149243 ms ; Button pressed (while motor running)
7149488 ms ; Button pressed (while motor running)
7149698 ms ; Button pressed (while motor running)
7149786 ms ; Motor stopped - Micro switch triggered
7149954 ms ; Button pressed (no action triggered)
7150126 ms ; Button pressed (no action triggered)
7150404 ms ; Button pressed (no action triggered)
7157223 ms ; Button pressed (no action triggered)
7157491 ms ; Button pressed (no action triggered)
7157706 ms ; Button pressed (no action triggered)
7157940 ms ; Button pressed (no action triggered)
7158189 ms ; Button pressed (no action triggered)
7158438 ms ; Button pressed (no action triggered)
7158702 ms ; Button pressed (no action triggered)
7158937 ms ; Button pressed (no action triggered)
7575943 ms ; Button pressed - Motor activated
7580061 ms ; Motor stopped - Micro switch triggered
7581231 ms ; Button pressed (no action triggered)
7592477 ms ; Button pressed (no action triggered)
7596722 ms ; Button pressed (no action triggered)
7606496 ms ; Button pressed (no action triggered)
7623497 ms ; Button pressed - Motor activated
7627616 ms ; Motor stopped - Micro switch triggered
7728401 ms ; Button pressed - Motor activated
7730285 ms ; Button pressed (while motor running)
7731122 ms ; Button pressed (while motor running)
7732625 ms ; Motor stopped - Micro switch triggered
7733567 ms ; Button pressed (no action triggered)
7733961 ms ; Button pressed (no action triggered)
7734444 ms ; Button pressed (no action triggered)
7734846 ms ; Button pressed (no action triggered)
7735238 ms ; Button pressed (no action triggered)
7735583 ms ; Button pressed (no action triggered)
7735975 ms ; Button pressed (no action triggered)
7736306 ms ; Button pressed (no action triggered)
7736700 ms ; Button pressed (no action triggered)
7737132 ms ; Button pressed (no action triggered)
7738935 ms ; Button pressed (no action triggered)
7740278 ms ; Button pressed (no action triggered)
7741356 ms ; Button pressed (no action triggered)
7742641 ms ; Button pressed (no action triggered)
7744221 ms ; Button pressed (no action triggered)
7745668 ms ; Button pressed (no action triggered)
7746686 ms ; Button pressed (no action triggered)
7747612 ms ; Button pressed (no action triggered)
7748431 ms ; Button pressed (no action triggered)
7749356 ms ; Button pressed (no action triggered)
7749697 ms ; Button pressed (no action triggered)
7755343 ms ; Button pressed (no action triggered)
7757126 ms ; Button pressed (no action triggered)
7757557 ms ; Button pressed (no action triggered)
7905472 ms ; Button pressed - Motor activated
7909553 ms ; Motor stopped - Micro switch triggered
7912502 ms ; Button pressed (no action triggered)
7918292 ms ; Button pressed (no action triggered)
7927101 ms ; Button pressed (no action triggered)
7931865 ms ; Button pressed (no action triggered)
7947615 ms ; Button pressed - Motor activated
7951718 ms ; Motor stopped - Micro switch triggered
7959614 ms ; Button pressed (no action triggered)
7961831 ms ; Button pressed (no action triggered)
7962021 ms ; Button pressed (no action triggered)
8396533 ms ; Button pressed - Motor activated
8398130 ms ; Button pressed (while motor running)
8400608 ms ; Motor stopped - Micro switch triggered
8403628 ms ; Button pressed (no action triggered)
8405920 ms ; Button pressed (no action triggered)
8407972 ms ; Button pressed (no action triggered)
129 ms ; Init
196 ms ; Button pressed (no action triggered)
1025774 ms ; Button pressed - Motor activated
1026889 ms ; Button pressed (while motor running)
1029933 ms ; Motor stopped - Micro switch triggered
1032935 ms ; Button pressed (no action triggered)
1037987 ms ; Button pressed (no action triggered)
1038978 ms ; Button pressed (no action triggered)
1049287 ms ; Button pressed (no action triggered)
1051149 ms ; Button pressed (no action triggered)
1054769 ms ; Button pressed (no action triggered)
1056149 ms ; Button pressed (no action triggered)
1056387 ms ; Button pressed (no action triggered)
1056580 ms ; Button pressed (no action triggered)
1056778 ms ; Button pressed (no action triggered)
1056949 ms ; Button pressed (no action triggered)
1057132 ms ; Button pressed (no action triggered)
1057433 ms ; Button pressed (no action triggered)
1063374 ms ; Button pressed - Motor activated
1067539 ms ; Motor stopped - Micro switch triggered
1069060 ms ; Button pressed (no action triggered)
1076514 ms ; Button pressed (no action triggered)
1087292 ms ; Button pressed (no action triggered)
1584970 ms ; Button pressed - Motor activated
1589113 ms ; Motor stopped - Micro switch triggered
1641177 ms ; Button pressed - Motor activated
1645328 ms ; Motor stopped - Micro switch triggered
1648136 ms ; Button pressed (no action triggered)
1653891 ms ; Button pressed (no action triggered)
1655207 ms ; Button pressed (no action triggered)
1655969 ms ; Button pressed (no action triggered)
1656879 ms ; Button pressed (no action triggered)
1667381 ms ; Button pressed (no action triggered)
1678133 ms ; Button pressed - Motor activated
1682220 ms ; Motor stopped - Micro switch triggered
1700269 ms ; Button pressed (no action triggered)
1701703 ms ; Button pressed (no action triggered)
1701791 ms ; Button pressed (no action triggered)
1706189 ms ; Button pressed (no action triggered)
1712445 ms ; Button pressed - Motor activated
1716595 ms ; Motor stopped - Micro switch triggered
1776745 ms ; Button pressed - Motor activated
1778691 ms ; Button pressed (while motor running)
1780796 ms ; Motor stopped - Micro switch triggered
1787739 ms ; Button pressed (no action triggered)
1787968 ms ; Button pressed (no action triggered)
1788107 ms ; Button pressed (no action triggered)
1788198 ms ; Button pressed (no action triggered)
1788358 ms ; Button pressed (no action triggered)
1788553 ms ; Button pressed (no action triggered)
1789029 ms ; Button pressed (no action triggered)
1789256 ms ; Button pressed (no action triggered)
1789492 ms ; Button pressed (no action triggered)
1789691 ms ; Button pressed (no action triggered)
1789928 ms ; Button pressed (no action triggered)
1790120 ms ; Button pressed (no action triggered)
1790286 ms ; Button pressed (no action triggered)
1790447 ms ; Button pressed (no action triggered)
1790598 ms ; Button pressed (no action triggered)
1790779 ms ; Button pressed (no action triggered)
1790884 ms ; Button pressed (no action triggered)
1790989 ms ; Button pressed (no action triggered)
1791077 ms ; Button pressed (no action triggered)
1791225 ms ; Button pressed (no action triggered)
1791360 ms ; Button pressed (no action triggered)
1791526 ms ; Button pressed (no action triggered)
1791788 ms ; Button pressed (no action triggered)
1791948 ms ; Button pressed (no action triggered)
1792069 ms ; Button pressed (no action triggered)
1793657 ms ; Button pressed (no action triggered)
1793847 ms ; Button pressed (no action triggered)
1794004 ms ; Button pressed (no action triggered)
1794177 ms ; Button pressed (no action triggered)
1794326 ms ; Button pressed (no action triggered)
1794483 ms ; Button pressed (no action triggered)
1794635 ms ; Button pressed (no action triggered)
1794797 ms ; Button pressed (no action triggered)
1794951 ms ; Button pressed (no action triggered)
1795112 ms ; Button pressed (no action triggered)
1795272 ms ; Button pressed (no action triggered)
1795416 ms ; Button pressed (no action triggered)
1795577 ms ; Button pressed (no action triggered)
1795752 ms ; Button pressed (no action triggered)
1795854 ms ; Button pressed (no action triggered)
1795942 ms ; Button pressed (no action triggered)
1796123 ms ; Button pressed (no action triggered)
1796236 ms ; Button pressed (no action triggered)
1796327 ms ; Button pressed (no action triggered)
1796447 ms ; Button pressed (no action triggered)
1796598 ms ; Button pressed (no action triggered)
1796767 ms ; Button pressed (no action triggered)
1796935 ms ; Button pressed (no action triggered)
1797092 ms ; Button pressed (no action triggered)
1797249 ms ; Button pressed (no action triggered)
1797424 ms ; Button pressed (no action triggered)
1797568 ms ; Button pressed (no action triggered)
1797693 ms ; Button pressed (no action triggered)
1800526 ms ; Button pressed (no action triggered)
1816748 ms ; Button pressed - Motor activated
1818385 ms ; Button pressed (while motor running)
1820146 ms ; Button pressed (while motor running)
1820867 ms ; Motor stopped - Micro switch triggered
1821008 ms ; Button pressed (no action triggered)
1822681 ms ; Button pressed (no action triggered)
1843035 ms ; Button pressed (no action triggered)
1845193 ms ; Button pressed (no action triggered)
1851752 ms ; Button pressed - Motor activated
1855821 ms ; Motor stopped - Micro switch triggered
1857838 ms ; Button pressed (no action triggered)
1865891 ms ; Button pressed (no action triggered)
1886116 ms ; Button pressed - Motor activated
1890185 ms ; Motor stopped - Micro switch triggered
1897042 ms ; Button pressed (no action triggered)
1899242 ms ; Button pressed (no action triggered)
1899369 ms ; Button pressed (no action triggered)
1899517 ms ; Button pressed (no action triggered)
1899719 ms ; Button pressed (no action triggered)
1899810 ms ; Button pressed (no action triggered)
1899934 ms ; Button pressed (no action triggered)
1900037 ms ; Button pressed (no action triggered)
1900161 ms ; Button pressed (no action triggered)
1902170 ms ; Button pressed (no action triggered)
1902432 ms ; Button pressed (no action triggered)
1902702 ms ; Button pressed (no action triggered)
1903051 ms ; Button pressed (no action triggered)
1968070 ms ; Button pressed - Motor activated
1969178 ms ; Button pressed (while motor running)
1969970 ms ; Button pressed (while motor running)
1970587 ms ; Button pressed (while motor running)
1972190 ms ; Motor stopped - Micro switch triggered
1974708 ms ; Button pressed (no action triggered)
1976183 ms ; Button pressed (no action triggered)
1976511 ms ; Button pressed (no action triggered)
1976770 ms ; Button pressed (no action triggered)
1982374 ms ; Button pressed (no action triggered)
1993114 ms ; Button pressed (no action triggered)
1993610 ms ; Button pressed (no action triggered)
1993955 ms ; Button pressed (no action triggered)
1994148 ms ; Button pressed (no action triggered)
2095643 ms ; Button pressed - Motor activated
2097245 ms ; Button pressed (while motor running)
2098125 ms ; Button pressed (while motor running)
2099692 ms ; Motor stopped - Micro switch triggered
2101722 ms ; Button pressed (no action triggered)
2104045 ms ; Button pressed (no action triggered)
2111417 ms ; Button pressed (no action triggered)
2111649 ms ; Button pressed (no action triggered)
2111803 ms ; Button pressed (no action triggered)
2112009 ms ; Button pressed (no action triggered)
2112235 ms ; Button pressed (no action triggered)
2112670 ms ; Button pressed (no action triggered)
2112919 ms ; Button pressed (no action triggered)
2113065 ms ; Button pressed (no action triggered)
2113894 ms ; Button pressed (no action triggered)
2114942 ms ; Button pressed (no action triggered)
2115151 ms ; Button pressed (no action triggered)
2115744 ms ; Button pressed (no action triggered)
2117166 ms ; Button pressed (no action triggered)
2121161 ms ; Button pressed (no action triggered)
2121726 ms ; Button pressed (no action triggered)
2124388 ms ; Button pressed (no action triggered)
2125623 ms ; Button pressed (no action triggered)
2126124 ms ; Button pressed (no action triggered)
2128009 ms ; Button pressed (no action triggered)
2131304 ms ; Button pressed - Motor activated
2135424 ms ; Motor stopped - Micro switch triggered
2142931 ms ; Button pressed (no action triggered)
2157303 ms ; Button pressed (no action triggered)
2161219 ms ; Button pressed (no action triggered)
2162766 ms ; Button pressed (no action triggered)
2163831 ms ; Button pressed (no action triggered)
2166199 ms ; Button pressed - Motor activated
2168631 ms ; Button pressed (while motor running)
2170211 ms ; Motor stopped - Micro switch triggered
2171411 ms ; Button pressed (no action triggered)
2176315 ms ; Button pressed (no action triggered)
2179592 ms ; Button pressed (no action triggered)
2186062 ms ; Button pressed (no action triggered)
2195336 ms ; Button pressed (no action triggered)
2195715 ms ; Button pressed (no action triggered)
2196506 ms ; Button pressed (no action triggered)
2263383 ms ; Button pressed - Motor activated
2265673 ms ; Button pressed (while motor running)
2267486 ms ; Motor stopped - Micro switch triggered
2267749 ms ; Button pressed (no action triggered)
2268078 ms ; Button pressed (no action triggered)
2270531 ms ; Button pressed (no action triggered)
2291332 ms ; Button pressed (no action triggered)
2291519 ms ; Button pressed (no action triggered)
2291737 ms ; Button pressed (no action triggered)
2291941 ms ; Button pressed (no action triggered)
2292184 ms ; Button pressed (no action triggered)
2292435 ms ; Button pressed (no action triggered)
2292859 ms ; Button pressed (no action triggered)
2293178 ms ; Button pressed (no action triggered)
2293471 ms ; Button pressed (no action triggered)
2293784 ms ; Button pressed (no action triggered)
2307531 ms ; Button pressed - Motor activated
2311616 ms ; Motor stopped - Micro switch triggered
2315206 ms ; Button pressed (no action triggered)
2322547 ms ; Button pressed (no action triggered)
2322744 ms ; Button pressed (no action triggered)
2322969 ms ; Button pressed (no action triggered)
2323217 ms ; Button pressed (no action triggered)
2357517 ms ; Button pressed - Motor activated
2361554 ms ; Motor stopped - Micro switch triggered
2365384 ms ; Button pressed (no action triggered)
2387729 ms ; Button pressed (no action triggered)
2388270 ms ; Button pressed (no action triggered)
2389927 ms ; Button pressed (no action triggered)
2390262 ms ; Button pressed (no action triggered)
2390935 ms ; Button pressed (no action triggered)
2391342 ms ; Button pressed (no action triggered)
2391615 ms ; Button pressed - Motor activated
2392928 ms ; Button pressed (while motor running)
2393172 ms ; Button pressed (while motor running)
2393438 ms ; Button pressed (while motor running)
2393715 ms ; Button pressed (while motor running)
2393786 ms ; Button pressed (while motor running)
2394250 ms ; Button pressed (while motor running)
2394484 ms ; Button pressed (while motor running)
2394729 ms ; Button pressed (while motor running)
2394967 ms ; Button pressed (while motor running)
2395163 ms ; Button pressed (while motor running)
2395726 ms ; Motor stopped - Micro switch triggered
2396541 ms ; Button pressed (no action triggered)
2397121 ms ; Button pressed (no action triggered)
2397565 ms ; Button pressed (no action triggered)
2398092 ms ; Button pressed (no action triggered)
2398519 ms ; Button pressed (no action triggered)
2402960 ms ; Button pressed (no action triggered)
2405400 ms ; Button pressed (no action triggered)
2407629 ms ; Button pressed (no action triggered)
2407717 ms ; Button pressed (no action triggered)
2412516 ms ; Button pressed (no action triggered)
2412956 ms ; Button pressed (no action triggered)
2413385 ms ; Button pressed (no action triggered)
2414019 ms ; Button pressed (no action triggered)
2414178 ms ; Button pressed (no action triggered)
2414403 ms ; Button pressed (no action triggered)
2414581 ms ; Button pressed (no action triggered)
2415611 ms ; Button pressed (no action triggered)
2416119 ms ; Button pressed (no action triggered)
2446758 ms ; Button pressed - Motor activated
2448463 ms ; Button pressed (while motor running)
2449884 ms ; Button pressed (while motor running)
2450086 ms ; Button pressed (while motor running)
2450789 ms ; Motor stopped - Micro switch triggered
2451220 ms ; Button pressed (no action triggered)
2452173 ms ; Button pressed (no action triggered)
2511721 ms ; Button pressed - Motor activated
2515813 ms ; Motor stopped - Micro switch triggered
2540608 ms ; Button pressed (no action triggered)
2541283 ms ; Button pressed (no action triggered)
2541728 ms ; Button pressed (no action triggered)
2541990 ms ; Button pressed (no action triggered)
2542964 ms ; Button pressed (no action triggered)
2543170 ms ; Button pressed (no action triggered)
2543348 ms ; Button pressed (no action triggered)
2543513 ms ; Button pressed (no action triggered)
2544018 ms ; Button pressed (no action triggered)
2544899 ms ; Button pressed (no action triggered)
2905566 ms ; Button pressed - Motor activated
2909591 ms ; Motor stopped - Micro switch triggered
3181410 ms ; Button pressed - Motor activated
3185538 ms ; Motor stopped - Micro switch triggered
3196920 ms ; Button pressed (no action triggered)
3230782 ms ; Button pressed - Motor activated
3232382 ms ; Button pressed (while motor running)
3234898 ms ; Motor stopped - Micro switch triggered
3234950 ms ; Button pressed (no action triggered)
3239410 ms ; Button pressed (no action triggered)
3240219 ms ; Button pressed (no action triggered)
3245683 ms ; Button pressed (no action triggered)
3246263 ms ; Button pressed (no action triggered)
3246523 ms ; Button pressed (no action triggered)
3246665 ms ; Button pressed (no action triggered)
3246837 ms ; Button pressed (no action triggered)
3247134 ms ; Button pressed (no action triggered)
3247246 ms ; Button pressed (no action triggered)
3247433 ms ; Button pressed (no action triggered)
3247737 ms ; Button pressed (no action triggered)
3248056 ms ; Button pressed (no action triggered)
3248406 ms ; Button pressed (no action triggered)
3248769 ms ; Button pressed (no action triggered)
3249105 ms ; Button pressed (no action triggered)
3249398 ms ; Button pressed (no action triggered)
3249695 ms ; Button pressed (no action triggered)
3249856 ms ; Button pressed (no action triggered)
3256739 ms ; Button pressed (no action triggered)
3257231 ms ; Button pressed (no action triggered)
3260353 ms ; Button pressed (no action triggered)
3260650 ms ; Button pressed (no action triggered)
3261433 ms ; Button pressed (no action triggered)
3261768 ms ; Button pressed (no action triggered)
3262681 ms ; Button pressed (no action triggered)
3263415 ms ; Button pressed (no action triggered)
3263738 ms ; Button pressed (no action triggered)
3268410 ms ; Button pressed - Motor activated
3271418 ms ; Button pressed (while motor running)
3272475 ms ; Motor stopped - Micro switch triggered
3272610 ms ; Button pressed (no action triggered)
3272797 ms ; Button pressed (no action triggered)
3275837 ms ; Button pressed (no action triggered)
3288993 ms ; Button pressed (no action triggered)
3318971 ms ; Button pressed - Motor activated
3321901 ms ; Button pressed (while motor running)
3322205 ms ; Button pressed (while motor running)
3323098 ms ; Motor stopped - Micro switch triggered
3323430 ms ; Button pressed (no action triggered)
3329813 ms ; Button pressed (no action triggered)
3330103 ms ; Button pressed (no action triggered)
3330581 ms ; Button pressed (no action triggered)
3330801 ms ; Button pressed (no action triggered)
3331052 ms ; Button pressed (no action triggered)
3331304 ms ; Button pressed (no action triggered)
3331554 ms ; Button pressed (no action triggered)
3331662 ms ; Button pressed (no action triggered)
3331790 ms ; Button pressed (no action triggered)
3331914 ms ; Button pressed (no action triggered)
3332060 ms ; Button pressed (no action triggered)
3333658 ms ; Button pressed (no action triggered)
3334170 ms ; Button pressed (no action triggered)
3340296 ms ; Button pressed (no action triggered)
3340556 ms ; Button pressed (no action triggered)
3340771 ms ; Button pressed (no action triggered)
3340953 ms ; Button pressed (no action triggered)
3341191 ms ; Button pressed (no action triggered)
3341334 ms ; Button pressed (no action triggered)
3341746 ms ; Button pressed (no action triggered)
3341971 ms ; Button pressed (no action triggered)
3342723 ms ; Button pressed (no action triggered)
3342974 ms ; Button pressed (no action triggered)
3343522 ms ; Button pressed (no action triggered)
3351442 ms ; Button pressed (no action triggered)
3351602 ms ; Button pressed (no action triggered)
3351748 ms ; Button pressed (no action triggered)
3354733 ms ; Button pressed - Motor activated
3356938 ms ; Button pressed (while motor running)
3358807 ms ; Motor stopped - Micro switch triggered
3361616 ms ; Button pressed (no action triggered)
3378130 ms ; Button pressed (no action triggered)
3378498 ms ; Button pressed (no action triggered)
3379764 ms ; Button pressed (no action triggered)
3384644 ms ; Button pressed (no action triggered)
3393637 ms ; Button pressed - Motor activated
3397733 ms ; Motor stopped - Micro switch triggered
3398726 ms ; Button pressed (no action triggered)
3399582 ms ; Button pressed (no action triggered)
3400518 ms ; Button pressed (no action triggered)
3401982 ms ; Button pressed (no action triggered)
3404642 ms ; Button pressed (no action triggered)
3407633 ms ; Button pressed (no action triggered)
3408195 ms ; Button pressed (no action triggered)
3409409 ms ; Button pressed (no action triggered)
3411263 ms ; Button pressed (no action triggered)
3411799 ms ; Button pressed (no action triggered)
3412526 ms ; Button pressed (no action triggered)
3415690 ms ; Button pressed (no action triggered)
3416590 ms ; Button pressed (no action triggered)
3418796 ms ; Button pressed (no action triggered)
3420387 ms ; Button pressed (no action triggered)
3428024 ms ; Button pressed - Motor activated
3430103 ms ; Button pressed (while motor running)
3430812 ms ; Button pressed (while motor running)
3431609 ms ; Button pressed (while motor running)
3432046 ms ; Motor stopped - Micro switch triggered
3432180 ms ; Button pressed (no action triggered)
3432486 ms ; Button pressed (no action triggered)
3432625 ms ; Button pressed (no action triggered)
3433014 ms ; Button pressed (no action triggered)
3433908 ms ; Button pressed (no action triggered)
3434316 ms ; Button pressed (no action triggered)
3437497 ms ; Button pressed (no action triggered)
3443360 ms ; Button pressed (no action triggered)
3443884 ms ; Button pressed (no action triggered)
3444084 ms ; Button pressed (no action triggered)
3444304 ms ; Button pressed (no action triggered)
3444515 ms ; Button pressed (no action triggered)
3444722 ms ; Button pressed (no action triggered)
3444924 ms ; Button pressed (no action triggered)
3445153 ms ; Button pressed (no action triggered)
3447276 ms ; Button pressed (no action triggered)
3460672 ms ; Button pressed (no action triggered)
3461485 ms ; Button pressed (no action triggered)
3461974 ms ; Button pressed (no action triggered)
3462898 ms ; Button pressed - Motor activated
3466985 ms ; Motor stopped - Micro switch triggered
3471768 ms ; Button pressed (no action triggered)
3472409 ms ; Button pressed (no action triggered)
3473028 ms ; Button pressed (no action triggered)
3474169 ms ; Button pressed (no action triggered)
3475464 ms ; Button pressed (no action triggered)
3477896 ms ; Button pressed (no action triggered)
3481250 ms ; Button pressed (no action triggered)
3481792 ms ; Button pressed (no action triggered)
3482727 ms ; Button pressed (no action triggered)
3483848 ms ; Button pressed (no action triggered)
3488792 ms ; Button pressed (no action triggered)
3491500 ms ; Button pressed (no action triggered)
3493350 ms ; Button pressed (no action triggered)
3495656 ms ; Button pressed (no action triggered)
3509280 ms ; Button pressed - Motor activated
3510988 ms ; Button pressed (while motor running)
3513379 ms ; Motor stopped - Micro switch triggered
3516307 ms ; Button pressed (no action triggered)
3516744 ms ; Button pressed (no action triggered)
3516990 ms ; Button pressed (no action triggered)
3517265 ms ; Button pressed (no action triggered)
3517523 ms ; Button pressed (no action triggered)
3517831 ms ; Button pressed (no action triggered)
3518170 ms ; Button pressed (no action triggered)
3520347 ms ; Button pressed (no action triggered)
3521764 ms ; Button pressed (no action triggered)
3523781 ms ; Button pressed (no action triggered)
3530214 ms ; Button pressed (no action triggered)
