13 ms ; init
6753004 ms ; Button pressed (while motor running)
6755089 ms ; Motor stopped - Micro switch triggered
6759368 ms ; Button pressed (no action triggered)
6759848 ms ; Button pressed (no action triggered)
6760797 ms ; Button pressed (no action triggered)
6771494 ms ; Button pressed (no action triggered)
6776415 ms ; Button pressed (no action triggered)
6776813 ms ; Button pressed (no action triggered)
6777171 ms ; Button pressed (no action triggered)
6777411 ms ; Button pressed (no action triggered)
6777688 ms ; Button pressed (no action triggered)
6777981 ms ; Button pressed (no action triggered)
6778329 ms ; Button pressed (no action triggered)
6778839 ms ; Button pressed (no action triggered)
6779395 ms ; Button pressed (no action triggered)
6779813 ms ; Button pressed (no action triggered)
6780339 ms ; Button pressed (no action triggered)
6780721 ms ; Button pressed (no action triggered)
6781674 ms ; Button pressed (no action triggered)
6784630 ms ; Button pressed (no action triggered)
6791740 ms ; Button pressed - Motor activated
6792986 ms ; Button pressed (while motor running)
6793476 ms ; Button pressed (while motor running)
6793948 ms ; Button pressed (while motor running)
6795841 ms ; Motor stopped - Micro switch triggered
6801481 ms ; Button pressed (no action triggered)
6801841 ms ; Button pressed (no action triggered)
6802100 ms ; Button pressed (no action triggered)
6802403 ms ; Button pressed (no action triggered)
6802767 ms ; Button pressed (no action triggered)
6810989 ms ; Button pressed (no action triggered)
6811353 ms ; Button pressed (no action triggered)
6811675 ms ; Button pressed (no action triggered)
6811862 ms ; Button pressed (no action triggered)
6812281 ms ; Button pressed (no action triggered)
6812643 ms ; Button pressed (no action triggered)
6813011 ms ; Button pressed (no action triggered)
6813316 ms ; Button pressed (no action triggered)
6814479 ms ; Button pressed (no action triggered)
6815647 ms ; Button pressed (no action triggered)
6816041 ms ; Button pressed (no action triggered)
6816496 ms ; Button pressed (no action triggered)
6817991 ms ; Button pressed (no action triggered)
6818867 ms ; Button pressed (no action triggered)
6835639 ms ; Button pressed - Motor activated
6837769 ms ; Button pressed (while motor running)
6838287 ms ; Button pressed (while motor running)
6838619 ms ; Button pressed (while motor running)
6838971 ms ; Button pressed (while motor running)
6839226 ms ; Button pressed (while motor running)
6839563 ms ; Button pressed (while motor running)
6839684 ms ; Motor stopped - Micro switch triggered
6840281 ms ; Button pressed (no action triggered)
6840671 ms ; Button pressed (no action triggered)
6841048 ms ; Button pressed (no action triggered)
6841878 ms ; Button pressed (no action triggered)
6842183 ms ; Button pressed (no action triggered)
6842501 ms ; Button pressed (no action triggered)
6842833 ms ; Button pressed (no action triggered)
6843104 ms ; Button pressed (no action triggered)
6843455 ms ; Button pressed (no action triggered)
6844067 ms ; Button pressed (no action triggered)
6844376 ms ; Button pressed (no action triggered)
6844667 ms ; Button pressed (no action triggered)
6844999 ms ; Button pressed (no action triggered)
6845523 ms ; Button pressed (no action triggered)
6846051 ms ; Button pressed (no action triggered)
6846415 ms ; Button pressed (no action triggered)
6846908 ms ; Button pressed (no action triggered)
6848668 ms ; Button pressed (no action triggered)
6848999 ms ; Button pressed (no action triggered)
6849428 ms ; Button pressed (no action triggered)
6850973 ms ; Button pressed (no action triggered)
6851480 ms ; Button pressed (no action triggered)
6851913 ms ; Button pressed (no action triggered)
6852365 ms ; Button pressed (no action triggered)
6852749 ms ; Button pressed (no action triggered)
6853200 ms ; Button pressed (no action triggered)
6853640 ms ; Button pressed (no action triggered)
6854148 ms ; Button pressed (no action triggered)
6854588 ms ; Button pressed (no action triggered)
6855090 ms ; Button pressed (no action triggered)
6856284 ms ; Button pressed (no action triggered)
6856780 ms ; Button pressed (no action triggered)
6857365 ms ; Button pressed (no action triggered)
6857942 ms ; Button pressed (no action triggered)
6858539 ms ; Button pressed (no action triggered)
6860128 ms ; Button pressed (no action triggered)
6863682 ms ; Button pressed (no action triggered)
6880315 ms ; Button pressed - Motor activated
6884506 ms ; Motor stopped - Micro switch triggered
6887743 ms ; Button pressed (no action triggered)
7013151 ms ; Button pressed - Motor activated
7016177 ms ; Button pressed (while motor running)
7017199 ms ; Motor stopped - Micro switch triggered
7554207 ms ; Button pressed - Motor activated
7558304 ms ; Motor stopped - Micro switch triggered
7560451 ms ; Button pressed (no action triggered)
7570263 ms ; Button pressed (no action triggered)
7575608 ms ; Button pressed (no action triggered)
7586496 ms ; Button pressed (no action triggered)
7603223 ms ; Button pressed - Motor activated
7604411 ms ; Button pressed (while motor running)
7607234 ms ; Motor stopped - Micro switch triggered
7608445 ms ; Button pressed (no action triggered)
7613186 ms ; Button pressed (no action triggered)
7618637 ms ; Button pressed (no action triggered)
7626603 ms ; Button pressed (no action triggered)
7628462 ms ; Button pressed (no action triggered)
7631568 ms ; Button pressed (no action triggered)
7676836 ms ; Button pressed - Motor activated
7680921 ms ; Motor stopped - Micro switch triggered
7685185 ms ; Button pressed (no action triggered)
7689501 ms ; Button pressed (no action triggered)
7691205 ms ; Button pressed (no action triggered)
7691645 ms ; Button pressed (no action triggered)
7692083 ms ; Button pressed (no action triggered)
7694407 ms ; Button pressed (no action triggered)
7694953 ms ; Button pressed (no action triggered)
7695347 ms ; Button pressed (no action triggered)
7695966 ms ; Button pressed (no action triggered)
7830054 ms ; Button pressed - Motor activated
7834122 ms ; Motor stopped - Micro switch triggered
7840916 ms ; Button pressed (no action triggered)
7842006 ms ; Button pressed (no action triggered)
7846067 ms ; Button pressed (no action triggered)
7853719 ms ; Button pressed (no action triggered)
7857388 ms ; Button pressed (no action triggered)
7859014 ms ; Button pressed (no action triggered)
7859960 ms ; Button pressed (no action triggered)
7860788 ms ; Button pressed (no action triggered)
7975939 ms ; Button pressed - Motor activated
7979216 ms ; Button pressed (while motor running)
7979862 ms ; Button pressed (while motor running)
7980036 ms ; Motor stopped - Micro switch triggered
7980467 ms ; Button pressed (no action triggered)
7981302 ms ; Button pressed (no action triggered)
7981878 ms ; Button pressed (no action triggered)
7982438 ms ; Button pressed (no action triggered)
8103653 ms ; Button pressed - Motor activated
8105679 ms ; Button pressed (while motor running)
8107028 ms ; Button pressed (while motor running)
8107694 ms ; Motor stopped - Micro switch triggered
8108572 ms ; Button pressed (no action triggered)
8108933 ms ; Button pressed (no action triggered)
8109288 ms ; Button pressed (no action triggered)
8116413 ms ; Button pressed (no action triggered)
8124392 ms ; Button pressed (no action triggered)
8127369 ms ; Button pressed (no action triggered)
8127748 ms ; Button pressed (no action triggered)
8131753 ms ; Button pressed (no action triggered)
8135563 ms ; Button pressed (no action triggered)
9141518 ms ; Button pressed - Motor activated
9145585 ms ; Motor stopped - Micro switch triggered
9148308 ms ; Button pressed (no action triggered)
9148613 ms ; Button pressed (no action triggered)
9148852 ms ; Button pressed (no action triggered)
9149164 ms ; Button pressed (no action triggered)
9149495 ms ; Button pressed (no action triggered)
9149872 ms ; Button pressed (no action triggered)
9151035 ms ; Button pressed (no action triggered)
9314485 ms ; Button pressed - Motor activated
9316005 ms ; Button pressed (while motor running)
9318129 ms ; Button pressed (while motor running)
9318601 ms ; Motor stopped - Micro switch triggered
9321417 ms ; Button pressed (no action triggered)
9325903 ms ; Button pressed (no action triggered)
9328260 ms ; Button pressed (no action triggered)
9328579 ms ; Button pressed (no action triggered)
9328756 ms ; Button pressed (no action triggered)
9329131 ms ; Button pressed (no action triggered)
9329405 ms ; Button pressed (no action triggered)
9329586 ms ; Button pressed (no action triggered)
9329800 ms ; Button pressed (no action triggered)
9329987 ms ; Button pressed (no action triggered)
9331558 ms ; Button pressed (no action triggered)
9382619 ms ; Button pressed - Motor activated
9384644 ms ; Button pressed (while motor running)
9386645 ms ; Motor stopped - Micro switch triggered
9387414 ms ; Button pressed (no action triggered)
9389921 ms ; Button pressed (no action triggered)
9394392 ms ; Button pressed (no action triggered)
9413928 ms ; Button pressed (no action triggered)
9416616 ms ; Button pressed (no action triggered)
9418934 ms ; Button pressed - Motor activated
9421275 ms ; Button pressed (while motor running)
9423021 ms ; Motor stopped - Micro switch triggered
9428551 ms ; Button pressed (no action triggered)
9431046 ms ; Button pressed (no action triggered)
9432743 ms ; Button pressed (no action triggered)
9439678 ms ; Button pressed (no action triggered)
9448250 ms ; Button pressed (no action triggered)
9452538 ms ; Button pressed (no action triggered)
9453612 ms ; Button pressed - Motor activated
9455078 ms ; Button pressed (while motor running)
9457613 ms ; Motor stopped - Micro switch triggered
9465500 ms ; Button pressed (no action triggered)
9466901 ms ; Button pressed (no action triggered)
9467288 ms ; Button pressed (no action triggered)
9467471 ms ; Button pressed (no action triggered)
9467679 ms ; Button pressed (no action triggered)
9473257 ms ; Button pressed (no action triggered)
9473778 ms ; Button pressed (no action triggered)
9474993 ms ; Button pressed (no action triggered)
9477745 ms ; Button pressed (no action triggered)
9478825 ms ; Button pressed (no action triggered)
9480968 ms ; Button pressed (no action triggered)
9481578 ms ; Button pressed (no action triggered)
9481973 ms ; Button pressed (no action triggered)
9482303 ms ; Button pressed (no action triggered)
9484963 ms ; Button pressed (no action triggered)
9486190 ms ; Button pressed (no action triggered)
9486492 ms ; Button pressed (no action triggered)
9486808 ms ; Button pressed (no action triggered)
9487122 ms ; Button pressed (no action triggered)
9534857 ms ; Button pressed - Motor activated
9538355 ms ; Button pressed (while motor running)
9538951 ms ; Motor stopped - Micro switch triggered
9538973 ms ; Button pressed (no action triggered)
9539474 ms ; Button pressed (no action triggered)
9539693 ms ; Button pressed (no action triggered)
9628557 ms ; Button pressed - Motor activated
9632539 ms ; Motor stopped - Micro switch triggered
9647638 ms ; Button pressed (no action triggered)
9649475 ms ; Button pressed (no action triggered)
9651793 ms ; Button pressed (no action triggered)
9663471 ms ; Button pressed - Motor activated
9665595 ms ; Button pressed (while motor running)
9666057 ms ; Button pressed (while motor running)
9667457 ms ; Button pressed (while motor running)
9667532 ms ; Motor stopped - Micro switch triggered
9797824 ms ; Button pressed - Motor activated
9799248 ms ; Button pressed (while motor running)
9801339 ms ; Button pressed (while motor running)
9801862 ms ; Motor stopped - Micro switch triggered
9803087 ms ; Button pressed (no action triggered)
9804185 ms ; Button pressed (no action triggered)
9805536 ms ; Button pressed (no action triggered)
9807097 ms ; Button pressed (no action triggered)
9817052 ms ; Button pressed (no action triggered)
9823584 ms ; Button pressed (no action triggered)
9824740 ms ; Button pressed (no action triggered)
9826770 ms ; Button pressed (no action triggered)
9828875 ms ; Button pressed (no action triggered)
9830674 ms ; Button pressed (no action triggered)
9832958 ms ; Button pressed - Motor activated
9836157 ms ; Button pressed (while motor running)
9837025 ms ; Motor stopped - Micro switch triggered
9842784 ms ; Button pressed (no action triggered)
9848919 ms ; Button pressed (no action triggered)
9849723 ms ; Button pressed (no action triggered)
9868775 ms ; Button pressed - Motor activated
9870183 ms ; Button pressed (while motor running)
9872330 ms ; Button pressed (while motor running)
9872898 ms ; Motor stopped - Micro switch triggered
9874838 ms ; Button pressed (no action triggered)
9875423 ms ; Button pressed (no action triggered)
9875927 ms ; Button pressed (no action triggered)
9881602 ms ; Button pressed (no action triggered)
9882359 ms ; Button pressed (no action triggered)
9884993 ms ; Button pressed (no action triggered)
9886193 ms ; Button pressed (no action triggered)
9888590 ms ; Button pressed (no action triggered)
10011382 ms ; Button pressed - Motor activated
10012812 ms ; Button pressed (while motor running)
10014746 ms ; Button pressed (while motor running)
10015432 ms ; Motor stopped - Micro switch triggered
10170033 ms ; Button pressed - Motor activated
10173784 ms ; Button pressed (while motor running)
10174001 ms ; Button pressed (while motor running)
10174146 ms ; Motor stopped - Micro switch triggered
10174221 ms ; Button pressed (no action triggered)
10174462 ms ; Button pressed (no action triggered)
10174676 ms ; Button pressed (no action triggered)
10175526 ms ; Button pressed (no action triggered)
10175794 ms ; Button pressed (no action triggered)
10176057 ms ; Button pressed (no action triggered)
10184241 ms ; Button pressed (no action triggered)
10184541 ms ; Button pressed (no action triggered)
10184878 ms ; Button pressed (no action triggered)
10185161 ms ; Button pressed (no action triggered)
10192870 ms ; Button pressed (no action triggered)
10195002 ms ; Button pressed (no action triggered)
10201676 ms ; Button pressed (no action triggered)
10202113 ms ; Button pressed (no action triggered)
10203024 ms ; Button pressed (no action triggered)
10206567 ms ; Button pressed - Motor activated
10207758 ms ; Button pressed (while motor running)
10209204 ms ; Button pressed (while motor running)
10210579 ms ; Motor stopped - Micro switch triggered
10211409 ms ; Button pressed (no action triggered)
10211805 ms ; Button pressed (no action triggered)
10212080 ms ; Button pressed (no action triggered)
10212279 ms ; Button pressed (no action triggered)
10212623 ms ; Button pressed (no action triggered)
10214510 ms ; Button pressed (no action triggered)
10217029 ms ; Button pressed (no action triggered)
10219452 ms ; Button pressed (no action triggered)
10219812 ms ; Button pressed (no action triggered)
10220155 ms ; Button pressed (no action triggered)
10221564 ms ; Button pressed (no action triggered)
10221903 ms ; Button pressed (no action triggered)
10222372 ms ; Button pressed (no action triggered)
10222662 ms ; Button pressed (no action triggered)
10229901 ms ; Button pressed (no action triggered)
10230498 ms ; Button pressed (no action triggered)
10231160 ms ; Button pressed (no action triggered)
10231610 ms ; Button pressed (no action triggered)
10246179 ms ; Button pressed - Motor activated
10250226 ms ; Motor stopped - Micro switch triggered
10252412 ms ; Button pressed (no action triggered)
10258661 ms ; Button pressed (no action triggered)
10263504 ms ; Button pressed (no action triggered)
10404112 ms ; Button pressed - Motor activated
10405351 ms ; Button pressed (while motor running)
10408174 ms ; Motor stopped - Micro switch triggered
10411712 ms ; Button pressed (no action triggered)
10416268 ms ; Button pressed (no action triggered)
10416570 ms ; Button pressed (no action triggered)
10416962 ms ; Button pressed (no action triggered)
10421498 ms ; Button pressed (no action triggered)
10422706 ms ; Button pressed (no action triggered)
10423043 ms ; Button pressed (no action triggered)
10423339 ms ; Button pressed (no action triggered)
10424051 ms ; Button pressed (no action triggered)
10572241 ms ; Button pressed - Motor activated
10574750 ms ; Button pressed (while motor running)
10576338 ms ; Motor stopped - Micro switch triggered
10576971 ms ; Button pressed (no action triggered)
10580457 ms ; Button pressed (no action triggered)
10584358 ms ; Button pressed (no action triggered)
10586116 ms ; Button pressed (no action triggered)
10589085 ms ; Button pressed (no action triggered)
10596853 ms ; Button pressed (no action triggered)
10600166 ms ; Button pressed (no action triggered)
10600779 ms ; Button pressed (no action triggered)
10601150 ms ; Button pressed (no action triggered)
10602968 ms ; Button pressed (no action triggered)
10603958 ms ; Button pressed (no action triggered)
10604422 ms ; Button pressed (no action triggered)
10604914 ms ; Button pressed (no action triggered)
10607254 ms ; Button pressed - Motor activated
10611269 ms ; Motor stopped - Micro switch triggered
10645271 ms ; Button pressed - Motor activated
10649361 ms ; Motor stopped - Micro switch triggered
10653816 ms ; Button pressed (no action triggered)
10670443 ms ; Button pressed (no action triggered)
10672160 ms ; Button pressed (no action triggered)
10681280 ms ; Button pressed - Motor activated
10685332 ms ; Motor stopped - Micro switch triggered
10773246 ms ; Button pressed - Motor activated
10774344 ms ; Button pressed (while motor running)
10777324 ms ; Motor stopped - Micro switch triggered
10833994 ms ; Button pressed - Motor activated
10835321 ms ; Button pressed (while motor running)
10835879 ms ; Button pressed (while motor running)
10836300 ms ; Button pressed (while motor running)
10836612 ms ; Button pressed (while motor running)
10837989 ms ; Motor stopped - Micro switch triggered
10838252 ms ; Button pressed (no action triggered)
10840430 ms ; Button pressed (no action triggered)
10844749 ms ; Button pressed (no action triggered)
10849728 ms ; Button pressed (no action triggered)
11140493 ms ; Button pressed - Motor activated
11144573 ms ; Motor stopped - Micro switch triggered
11172608 ms ; Button pressed (no action triggered)
11173158 ms ; Button pressed (no action triggered)
11174118 ms ; Button pressed (no action triggered)
11175191 ms ; Button pressed - Motor activated
11176489 ms ; Button pressed (while motor running)
11179205 ms ; Motor stopped - Micro switch triggered
11183001 ms ; Button pressed (no action triggered)
11184106 ms ; Button pressed (no action triggered)
11185342 ms ; Button pressed (no action triggered)
11186783 ms ; Button pressed (no action triggered)
11190368 ms ; Button pressed (no action triggered)
11191731 ms ; Button pressed (no action triggered)
11192942 ms ; Button pressed (no action triggered)
11196270 ms ; Button pressed (no action triggered)
11197231 ms ; Button pressed (no action triggered)
11198087 ms ; Button pressed (no action triggered)
11199725 ms ; Button pressed (no action triggered)
11202558 ms ; Button pressed (no action triggered)
11206696 ms ; Button pressed (no action triggered)
11208488 ms ; Button pressed (no action triggered)
11209689 ms ; Button pressed - Motor activated
11211346 ms ; Button pressed (while motor running)
11212917 ms ; Button pressed (while motor running)
11213754 ms ; Motor stopped - Micro switch triggered
11216025 ms ; Button pressed (no action triggered)
11220059 ms ; Button pressed (no action triggered)
11222411 ms ; Button pressed (no action triggered)
11300418 ms ; Button pressed - Motor activated
11304386 ms ; Motor stopped - Micro switch triggered
11305965 ms ; Button pressed (no action triggered)
11388080 ms ; Button pressed - Motor activated
11392166 ms ; Motor stopped - Micro switch triggered
11399049 ms ; Button pressed (no action triggered)
11413666 ms ; Button pressed (no action triggered)
11426810 ms ; Button pressed - Motor activated
11430844 ms ; Motor stopped - Micro switch triggered
11434294 ms ; Button pressed (no action triggered)
11434583 ms ; Button pressed (no action triggered)
11434816 ms ; Button pressed (no action triggered)
11435132 ms ; Button pressed (no action triggered)
11435561 ms ; Button pressed (no action triggered)
11471698 ms ; Button pressed - Motor activated
11474177 ms ; Button pressed (while motor running)
11475760 ms ; Motor stopped - Micro switch triggered
11476432 ms ; Button pressed (no action triggered)
11481850 ms ; Button pressed (no action triggered)
11484204 ms ; Button pressed (no action triggered)
11577224 ms ; Button pressed - Motor activated
11581230 ms ; Motor stopped - Micro switch triggered
11592713 ms ; Button pressed (no action triggered)
11595769 ms ; Button pressed (no action triggered)
11598760 ms ; Button pressed (no action triggered)
11604418 ms ; Button pressed (no action triggered)
11606311 ms ; Button pressed (no action triggered)
11607000 ms ; Button pressed (no action triggered)
11610499 ms ; Button pressed (no action triggered)
11627027 ms ; Button pressed - Motor activated
11631092 ms ; Motor stopped - Micro switch triggered
11706024 ms ; Button pressed - Motor activated
11710040 ms ; Motor stopped - Micro switch triggered
11833276 ms ; Button pressed - Motor activated
11834896 ms ; Button pressed (while motor running)
11835512 ms ; Button pressed (while motor running)
11836092 ms ; Button pressed (while motor running)
11837361 ms ; Motor stopped - Micro switch triggered
11842933 ms ; Button pressed (no action triggered)
11843472 ms ; Button pressed (no action triggered)
11843781 ms ; Button pressed (no action triggered)
11844075 ms ; Button pressed (no action triggered)
11844348 ms ; Button pressed (no action triggered)
11844595 ms ; Button pressed (no action triggered)
11865321 ms ; Button pressed (no action triggered)
11866494 ms ; Button pressed (no action triggered)
11869688 ms ; Button pressed - Motor activated
11871148 ms ; Button pressed (while motor running)
11872292 ms ; Button pressed (while motor running)
11872482 ms ; Button pressed (while motor running)
11872909 ms ; Button pressed (while motor running)
11873689 ms ; Motor stopped - Micro switch triggered
11875826 ms ; Button pressed (no action triggered)
11876386 ms ; Button pressed (no action triggered)
11876912 ms ; Button pressed (no action triggered)
11877330 ms ; Button pressed (no action triggered)
11882716 ms ; Button pressed (no action triggered)
11886793 ms ; Button pressed (no action triggered)
11887152 ms ; Button pressed (no action triggered)
11887534 ms ; Button pressed (no action triggered)
11887826 ms ; Button pressed (no action triggered)
11888195 ms ; Button pressed (no action triggered)
11888652 ms ; Button pressed (no action triggered)
11889256 ms ; Button pressed (no action triggered)
11890674 ms ; Button pressed (no action triggered)
11900669 ms ; Button pressed (no action triggered)
11905268 ms ; Button pressed - Motor activated
11909349 ms ; Motor stopped - Micro switch triggered
11910979 ms ; Button pressed (no action triggered)
11911336 ms ; Button pressed (no action triggered)
11911688 ms ; Button pressed (no action triggered)
11912010 ms ; Button pressed (no action triggered)
11912378 ms ; Button pressed (no action triggered)
11912768 ms ; Button pressed (no action triggered)
11914644 ms ; Button pressed (no action triggered)
11915075 ms ; Button pressed (no action triggered)
11915684 ms ; Button pressed (no action triggered)
11916238 ms ; Button pressed (no action triggered)
11918811 ms ; Button pressed (no action triggered)
11919174 ms ; Button pressed (no action triggered)
11919581 ms ; Button pressed (no action triggered)
11919935 ms ; Button pressed (no action triggered)
11920324 ms ; Button pressed (no action triggered)
11920729 ms ; Button pressed (no action triggered)
11920937 ms ; Button pressed (no action triggered)
11921222 ms ; Button pressed (no action triggered)
11921519 ms ; Button pressed (no action triggered)
11921793 ms ; Button pressed (no action triggered)
11922038 ms ; Button pressed (no action triggered)
11922290 ms ; Button pressed (no action triggered)
11922612 ms ; Button pressed (no action triggered)
11922892 ms ; Button pressed (no action triggered)
11923191 ms ; Button pressed (no action triggered)
11923575 ms ; Button pressed (no action triggered)
11923939 ms ; Button pressed (no action triggered)
11924335 ms ; Button pressed (no action triggered)
11924734 ms ; Button pressed (no action triggered)
11925025 ms ; Button pressed (no action triggered)
11925315 ms ; Button pressed (no action triggered)
11925688 ms ; Button pressed (no action triggered)
11925952 ms ; Button pressed (no action triggered)
11929236 ms ; Button pressed (no action triggered)
11929835 ms ; Button pressed (no action triggered)
11930115 ms ; Button pressed (no action triggered)
11930394 ms ; Button pressed (no action triggered)
11930725 ms ; Button pressed (no action triggered)
11931033 ms ; Button pressed (no action triggered)
11931388 ms ; Button pressed (no action triggered)
11931751 ms ; Button pressed (no action triggered)
11932055 ms ; Button pressed (no action triggered)
11932414 ms ; Button pressed (no action triggered)
11934414 ms ; Button pressed (no action triggered)
13549192 ms ; Button pressed - Motor activated
13551822 ms ; Button pressed (while motor running)
13553229 ms ; Motor stopped - Micro switch triggered
13556786 ms ; Button pressed (no action triggered)
13559590 ms ; Button pressed (no action triggered)
13563990 ms ; Button pressed (no action triggered)
13571446 ms ; Button pressed (no action triggered)
13579616 ms ; Button pressed (no action triggered)
14245553 ms ; Button pressed - Motor activated
14249026 ms ; Button pressed (while motor running)
14249669 ms ; Motor stopped - Micro switch triggered
14250914 ms ; Button pressed (no action triggered)
14254590 ms ; Button pressed (no action triggered)
14255125 ms ; Button pressed (no action triggered)
14255720 ms ; Button pressed (no action triggered)
14256045 ms ; Button pressed (no action triggered)
14256706 ms ; Button pressed (no action triggered)
14258868 ms ; Button pressed (no action triggered)
14259899 ms ; Button pressed (no action triggered)
14261221 ms ; Button pressed (no action triggered)
14262191 ms ; Button pressed (no action triggered)
14392636 ms ; Button pressed - Motor activated
14396049 ms ; Button pressed (while motor running)
14396701 ms ; Motor stopped - Micro switch triggered
14400222 ms ; Button pressed (no action triggered)
14400542 ms ; Button pressed (no action triggered)
14614406 ms ; Button pressed - Motor activated
14618618 ms ; Motor stopped - Micro switch triggered
14621238 ms ; Button pressed (no action triggered)
14622139 ms ; Button pressed (no action triggered)
14627323 ms ; Button pressed (no action triggered)
14628523 ms ; Button pressed (no action triggered)
14743932 ms ; Button pressed - Motor activated
14746631 ms ; Button pressed (while motor running)
14748023 ms ; Motor stopped - Micro switch triggered
14751974 ms ; Button pressed (no action triggered)
14753119 ms ; Button pressed (no action triggered)
14755294 ms ; Button pressed (no action triggered)
14756119 ms ; Button pressed (no action triggered)
14756538 ms ; Button pressed (no action triggered)
14757268 ms ; Button pressed (no action triggered)
14757591 ms ; Button pressed (no action triggered)
14810224 ms ; Button pressed - Motor activated
14812822 ms ; Button pressed (while motor running)
14814290 ms ; Motor stopped - Micro switch triggered
14835120 ms ; Button pressed (no action triggered)
14840109 ms ; Button pressed (no action triggered)
14916932 ms ; Button pressed - Motor activated
14921016 ms ; Motor stopped - Micro switch triggered
14944141 ms ; Button pressed (no action triggered)
15076256 ms ; Button pressed - Motor activated
15077952 ms ; Button pressed (while motor running)
15078172 ms ; Button pressed (while motor running)
15080320 ms ; Motor stopped - Micro switch triggered
15080397 ms ; Button pressed (no action triggered)
15087894 ms ; Button pressed (no action triggered)
15088946 ms ; Button pressed (no action triggered)
15089146 ms ; Button pressed (no action triggered)
15089451 ms ; Button pressed (no action triggered)
15089950 ms ; Button pressed (no action triggered)
15090516 ms ; Button pressed (no action triggered)
15090825 ms ; Button pressed (no action triggered)
15093933 ms ; Button pressed (no action triggered)
15096168 ms ; Button pressed (no action triggered)
15096729 ms ; Button pressed (no action triggered)
15104187 ms ; Button pressed (no action triggered)
15106825 ms ; Button pressed (no action triggered)
15108957 ms ; Button pressed (no action triggered)
15111631 ms ; Button pressed - Motor activated
15115705 ms ; Motor stopped - Micro switch triggered
15258184 ms ; Button pressed - Motor activated
15260618 ms ; Button pressed (while motor running)
15262281 ms ; Motor stopped - Micro switch triggered
15266788 ms ; Button pressed (no action triggered)
15267920 ms ; Button pressed (no action triggered)
15268585 ms ; Button pressed (no action triggered)
15271383 ms ; Button pressed (no action triggered)
15272257 ms ; Button pressed (no action triggered)
15279672 ms ; Button pressed (no action triggered)
15279939 ms ; Button pressed (no action triggered)
15283109 ms ; Button pressed (no action triggered)
15283481 ms ; Button pressed (no action triggered)
15283731 ms ; Button pressed (no action triggered)
15284054 ms ; Button pressed (no action triggered)
15284399 ms ; Button pressed (no action triggered)
15284694 ms ; Button pressed (no action triggered)
15284922 ms ; Button pressed (no action triggered)
15489093 ms ; Button pressed - Motor activated
15493153 ms ; Motor stopped - Micro switch triggered
15701264 ms ; Button pressed - Motor activated
15704096 ms ; Button pressed (while motor running)
15704547 ms ; Button pressed (while motor running)
15704978 ms ; Button pressed (while motor running)
15705357 ms ; Motor stopped - Micro switch triggered
15705380 ms ; Button pressed (no action triggered)
15705986 ms ; Button pressed (no action triggered)
15706653 ms ; Button pressed (no action triggered)
15707274 ms ; Button pressed (no action triggered)
15712227 ms ; Button pressed (no action triggered)
15712865 ms ; Button pressed (no action triggered)
15714294 ms ; Button pressed (no action triggered)
15715516 ms ; Button pressed (no action triggered)
15732208 ms ; Button pressed (no action triggered)
16202047 ms ; Button pressed - Motor activated
16206139 ms ; Motor stopped - Micro switch triggered
16209719 ms ; Button pressed (no action triggered)
16263622 ms ; Button pressed - Motor activated
16265473 ms ; Button pressed (while motor running)
16266378 ms ; Button pressed (while motor running)
16267397 ms ; Button pressed (while motor running)
16267707 ms ; Motor stopped - Micro switch triggered
16268032 ms ; Button pressed (no action triggered)
16270426 ms ; Button pressed (no action triggered)
16270857 ms ; Button pressed (no action triggered)
16271197 ms ; Button pressed (no action triggered)
16297430 ms ; Button pressed (no action triggered)
16301515 ms ; Button pressed - Motor activated
16303788 ms ; Button pressed (while motor running)
16305641 ms ; Motor stopped - Micro switch triggered
16306476 ms ; Button pressed (no action triggered)
16308946 ms ; Button pressed (no action triggered)
16314656 ms ; Button pressed (no action triggered)
16316098 ms ; Button pressed (no action triggered)
16318718 ms ; Button pressed (no action triggered)
16332296 ms ; Button pressed (no action triggered)
16332788 ms ; Button pressed (no action triggered)
16340108 ms ; Button pressed - Motor activated
16341197 ms ; Button pressed (while motor running)
16343568 ms ; Button pressed (while motor running)
16344172 ms ; Motor stopped - Micro switch triggered
16344782 ms ; Button pressed (no action triggered)
16346241 ms ; Button pressed (no action triggered)
16346887 ms ; Button pressed (no action triggered)
16347427 ms ; Button pressed (no action triggered)
16347667 ms ; Button pressed (no action triggered)
16348142 ms ; Button pressed (no action triggered)
16348399 ms ; Button pressed (no action triggered)
16348640 ms ; Button pressed (no action triggered)
16348900 ms ; Button pressed (no action triggered)
16349155 ms ; Button pressed (no action triggered)
16349375 ms ; Button pressed (no action triggered)
16349611 ms ; Button pressed (no action triggered)
16349829 ms ; Button pressed (no action triggered)
16354250 ms ; Button pressed (no action triggered)
16355357 ms ; Button pressed (no action triggered)
16355543 ms ; Button pressed (no action triggered)
16355930 ms ; Button pressed (no action triggered)
16358827 ms ; Button pressed (no action triggered)
16359525 ms ; Button pressed (no action triggered)
16359976 ms ; Button pressed (no action triggered)
16360480 ms ; Button pressed (no action triggered)
16483195 ms ; Button pressed - Motor activated
16484449 ms ; Button pressed (while motor running)
16484937 ms ; Button pressed (while motor running)
16487280 ms ; Motor stopped - Micro switch triggered
16487340 ms ; Button pressed (no action triggered)
16488281 ms ; Button pressed (no action triggered)
16488803 ms ; Button pressed (no action triggered)
16490037 ms ; Button pressed (no action triggered)
