13 ms ; init
16490634 ms ; Button pressed (no action triggered)
16492772 ms ; Button pressed (no action triggered)
16493930 ms ; Button pressed (no action triggered)
16494444 ms ; Button pressed (no action triggered)
16495005 ms ; Button pressed (no action triggered)
16495919 ms ; Button pressed (no action triggered)
16496368 ms ; Button pressed (no action triggered)
16496786 ms ; Button pressed (no action triggered)
16497206 ms ; Button pressed (no action triggered)
16497555 ms ; Button pressed (no action triggered)
16500094 ms ; Button pressed (no action triggered)
16511722 ms ; Button pressed (no action triggered)
16513121 ms ; Button pressed (no action triggered)
16531466 ms ; Button pressed - Motor activated
16532779 ms ; Button pressed (while motor running)
16533981 ms ; Button pressed (while motor running)
16534367 ms ; Button pressed (while motor running)
16534686 ms ; Button pressed (while motor running)
16535024 ms ; Button pressed (while motor running)
16535366 ms ; Button pressed (while motor running)
16535510 ms ; Motor stopped - Micro switch triggered
16541299 ms ; Button pressed (no action triggered)
16541947 ms ; Button pressed (no action triggered)
16542853 ms ; Button pressed (no action triggered)
16609117 ms ; Button pressed - Motor activated
16610416 ms ; Button pressed (while motor running)
16612058 ms ; Button pressed (while motor running)
16613167 ms ; Motor stopped - Micro switch triggered
16630409 ms ; Button pressed (no action triggered)
16630629 ms ; Button pressed (no action triggered)
16632126 ms ; Button pressed (no action triggered)
16658360 ms ; Button pressed - Motor activated
16659759 ms ; Button pressed (while motor running)
16662420 ms ; Motor stopped - Micro switch triggered
16667556 ms ; Button pressed (no action triggered)
16668587 ms ; Button pressed (no action triggered)
16669072 ms ; Button pressed (no action triggered)
16669361 ms ; Button pressed (no action triggered)
16670537 ms ; Button pressed (no action triggered)
16674565 ms ; Button pressed (no action triggered)
16688821 ms ; Button pressed (no action triggered)
16689720 ms ; Button pressed (no action triggered)
16694619 ms ; Button pressed - Motor activated
16698695 ms ; Motor stopped - Micro switch triggered
16700124 ms ; Button pressed (no action triggered)
16704839 ms ; Button pressed (no action triggered)
16708106 ms ; Button pressed (no action triggered)
16710786 ms ; Button pressed (no action triggered)
16712069 ms ; Button pressed (no action triggered)
16744309 ms ; Button pressed - Motor activated
16746152 ms ; Button pressed (while motor running)
16746616 ms ; Button pressed (while motor running)
16748306 ms ; Motor stopped - Micro switch triggered
16749813 ms ; Button pressed (no action triggered)
16752237 ms ; Button pressed (no action triggered)
16752721 ms ; Button pressed (no action triggered)
16753382 ms ; Button pressed (no action triggered)
16754018 ms ; Button pressed (no action triggered)
16754651 ms ; Button pressed (no action triggered)
16767452 ms ; Button pressed (no action triggered)
16768492 ms ; Button pressed (no action triggered)
16769086 ms ; Button pressed (no action triggered)
16769351 ms ; Button pressed (no action triggered)
16769512 ms ; Button pressed (no action triggered)
16769666 ms ; Button pressed (no action triggered)
16770868 ms ; Button pressed (no action triggered)
16773799 ms ; Button pressed (no action triggered)
16786583 ms ; Button pressed - Motor activated
16788489 ms ; Button pressed (while motor running)
16790633 ms ; Button pressed (while motor running)
16790659 ms ; Motor stopped - Micro switch triggered
16792243 ms ; Button pressed (no action triggered)
16792967 ms ; Button pressed (no action triggered)
16793726 ms ; Button pressed (no action triggered)
16794057 ms ; Button pressed (no action triggered)
16794303 ms ; Button pressed (no action triggered)
16794531 ms ; Button pressed (no action triggered)
16794781 ms ; Button pressed (no action triggered)
16795324 ms ; Button pressed (no action triggered)
16795540 ms ; Button pressed (no action triggered)
16795762 ms ; Button pressed (no action triggered)
16795980 ms ; Button pressed (no action triggered)
16796435 ms ; Button pressed (no action triggered)
16796659 ms ; Button pressed (no action triggered)
16797090 ms ; Button pressed (no action triggered)
16797398 ms ; Button pressed (no action triggered)
16797661 ms ; Button pressed (no action triggered)
16797920 ms ; Button pressed (no action triggered)
16798156 ms ; Button pressed (no action triggered)
16798363 ms ; Button pressed (no action triggered)
16798546 ms ; Button pressed (no action triggered)
16798722 ms ; Button pressed (no action triggered)
16799059 ms ; Button pressed (no action triggered)
16799270 ms ; Button pressed (no action triggered)
16799668 ms ; Button pressed (no action triggered)
16799934 ms ; Button pressed (no action triggered)
16800160 ms ; Button pressed (no action triggered)
16800395 ms ; Button pressed (no action triggered)
16800618 ms ; Button pressed (no action triggered)
16800875 ms ; Button pressed (no action triggered)
16801105 ms ; Button pressed (no action triggered)
16807536 ms ; Button pressed (no action triggered)
16811217 ms ; Button pressed (no action triggered)
16811492 ms ; Button pressed (no action triggered)
16811779 ms ; Button pressed (no action triggered)
16812099 ms ; Button pressed (no action triggered)
16812412 ms ; Button pressed (no action triggered)
16812713 ms ; Button pressed (no action triggered)
16813056 ms ; Button pressed (no action triggered)
16813363 ms ; Button pressed (no action triggered)
16813625 ms ; Button pressed (no action triggered)
16814088 ms ; Button pressed (no action triggered)
16814827 ms ; Button pressed (no action triggered)
16815125 ms ; Button pressed (no action triggered)
16815384 ms ; Button pressed (no action triggered)
16815624 ms ; Button pressed (no action triggered)
16815885 ms ; Button pressed (no action triggered)
16816163 ms ; Button pressed (no action triggered)
16817915 ms ; Button pressed (no action triggered)
16818224 ms ; Button pressed (no action triggered)
16818532 ms ; Button pressed (no action triggered)
16818704 ms ; Button pressed (no action triggered)
16842022 ms ; Button pressed - Motor activated
16845592 ms ; Button pressed (while motor running)
16846044 ms ; Motor stopped - Micro switch triggered
16853755 ms ; Button pressed (no action triggered)
16857183 ms ; Button pressed (no action triggered)
16889972 ms ; Button pressed - Motor activated
16894044 ms ; Motor stopped - Micro switch triggered
16896851 ms ; Button pressed (no action triggered)
16899537 ms ; Button pressed (no action triggered)
16911125 ms ; Button pressed (no action triggered)
16912087 ms ; Button pressed (no action triggered)
16920358 ms ; Button pressed (no action triggered)
16920767 ms ; Button pressed (no action triggered)
16920944 ms ; Button pressed (no action triggered)
16921365 ms ; Button pressed (no action triggered)
16921568 ms ; Button pressed (no action triggered)
16921828 ms ; Button pressed (no action triggered)
16922405 ms ; Button pressed (no action triggered)
16929774 ms ; Button pressed - Motor activated
16931133 ms ; Button pressed (while motor running)
16931381 ms ; Button pressed (while motor running)
16931595 ms ; Button pressed (while motor running)
16931915 ms ; Button pressed (while motor running)
16932051 ms ; Button pressed (while motor running)
16932217 ms ; Button pressed (while motor running)
16932335 ms ; Button pressed (while motor running)
16932470 ms ; Button pressed (while motor running)
16932633 ms ; Button pressed (while motor running)
16932922 ms ; Button pressed (while motor running)
16933196 ms ; Button pressed (while motor running)
16933660 ms ; Button pressed (while motor running)
16933778 ms ; Motor stopped - Micro switch triggered
16933805 ms ; Button pressed (no action triggered)
16933932 ms ; Button pressed (no action triggered)
16934102 ms ; Button pressed (no action triggered)
16934360 ms ; Button pressed (no action triggered)
16935217 ms ; Button pressed (no action triggered)
16935370 ms ; Button pressed (no action triggered)
16935581 ms ; Button pressed (no action triggered)
16935755 ms ; Button pressed (no action triggered)
16935901 ms ; Button pressed (no action triggered)
16936114 ms ; Button pressed (no action triggered)
16937900 ms ; Button pressed (no action triggered)
16938735 ms ; Button pressed (no action triggered)
16939270 ms ; Button pressed (no action triggered)
16939739 ms ; Button pressed (no action triggered)
16940222 ms ; Button pressed (no action triggered)
16940773 ms ; Button pressed (no action triggered)
16941676 ms ; Button pressed (no action triggered)
16948806 ms ; Button pressed (no action triggered)
16949787 ms ; Button pressed (no action triggered)
16950367 ms ; Button pressed (no action triggered)
16950642 ms ; Button pressed (no action triggered)
16951390 ms ; Button pressed (no action triggered)
16951698 ms ; Button pressed (no action triggered)
16951991 ms ; Button pressed (no action triggered)
16952349 ms ; Button pressed (no action triggered)
16952668 ms ; Button pressed (no action triggered)
17010157 ms ; Button pressed - Motor activated
17014269 ms ; Motor stopped - Micro switch triggered
17022118 ms ; Button pressed (no action triggered)
17027897 ms ; Button pressed (no action triggered)
17029613 ms ; Button pressed (no action triggered)
17030503 ms ; Button pressed (no action triggered)
17036220 ms ; Button pressed (no action triggered)
17041072 ms ; Button pressed (no action triggered)
17041507 ms ; Button pressed (no action triggered)
17046231 ms ; Button pressed - Motor activated
17050258 ms ; Motor stopped - Micro switch triggered
17059042 ms ; Button pressed (no action triggered)
17059353 ms ; Button pressed (no action triggered)
17059671 ms ; Button pressed (no action triggered)
17059932 ms ; Button pressed (no action triggered)
17060593 ms ; Button pressed (no action triggered)
17061002 ms ; Button pressed (no action triggered)
17062688 ms ; Button pressed (no action triggered)
17063105 ms ; Button pressed (no action triggered)
17063458 ms ; Button pressed (no action triggered)
17064366 ms ; Button pressed (no action triggered)
17065003 ms ; Button pressed (no action triggered)
17065921 ms ; Button pressed (no action triggered)
17066287 ms ; Button pressed (no action triggered)
17066578 ms ; Button pressed (no action triggered)
17066892 ms ; Button pressed (no action triggered)
17067329 ms ; Button pressed (no action triggered)
17069133 ms ; Button pressed (no action triggered)
17069812 ms ; Button pressed (no action triggered)
17070264 ms ; Button pressed (no action triggered)
17070546 ms ; Button pressed (no action triggered)
17070856 ms ; Button pressed (no action triggered)
17071205 ms ; Button pressed (no action triggered)
17071804 ms ; Button pressed (no action triggered)
17072253 ms ; Button pressed (no action triggered)
17079227 ms ; Button pressed (no action triggered)
17083666 ms ; Button pressed - Motor activated
17087757 ms ; Motor stopped - Micro switch triggered
17105218 ms ; Button pressed (no action triggered)
17112215 ms ; Button pressed (no action triggered)
17114631 ms ; Button pressed (no action triggered)
17137814 ms ; Button pressed - Motor activated
17139127 ms ; Button pressed (while motor running)
17139470 ms ; Button pressed (while motor running)
17140145 ms ; Button pressed (while motor running)
17141895 ms ; Motor stopped - Micro switch triggered
17155891 ms ; Button pressed (no action triggered)
17157606 ms ; Button pressed (no action triggered)
17158487 ms ; Button pressed (no action triggered)
17158823 ms ; Button pressed (no action triggered)
17159122 ms ; Button pressed (no action triggered)
17166389 ms ; Button pressed (no action triggered)
17167136 ms ; Button pressed (no action triggered)
17169438 ms ; Button pressed (no action triggered)
17174854 ms ; Button pressed - Motor activated
17178847 ms ; Motor stopped - Micro switch triggered
18000140 ms ; 5 hours have passed
18288024 ms ; Button pressed - Motor activated
18292096 ms ; Motor stopped - Micro switch triggered
18295835 ms ; Button pressed (no action triggered)
18298447 ms ; Button pressed (no action triggered)
18298746 ms ; Button pressed (no action triggered)
18299040 ms ; Button pressed (no action triggered)
18299559 ms ; Button pressed (no action triggered)
18302158 ms ; Button pressed (no action triggered)
18304014 ms ; Button pressed (no action triggered)
18306460 ms ; Button pressed (no action triggered)
18307094 ms ; Button pressed (no action triggered)
18307421 ms ; Button pressed (no action triggered)
18307742 ms ; Button pressed (no action triggered)
18308285 ms ; Button pressed (no action triggered)
18308762 ms ; Button pressed (no action triggered)
18309195 ms ; Button pressed (no action triggered)
18309603 ms ; Button pressed (no action triggered)
18309861 ms ; Button pressed (no action triggered)
18659578 ms ; Button pressed - Motor activated
18663573 ms ; Motor stopped - Micro switch triggered
18666575 ms ; Button pressed (no action triggered)
18667066 ms ; Button pressed (no action triggered)
18667414 ms ; Button pressed (no action triggered)
18684130 ms ; Button pressed (no action triggered)
18825324 ms ; Button pressed - Motor activated
18829436 ms ; Motor stopped - Micro switch triggered
18844804 ms ; Button pressed (no action triggered)
18845303 ms ; Button pressed (no action triggered)
18845983 ms ; Button pressed (no action triggered)
18846447 ms ; Button pressed (no action triggered)
18847022 ms ; Button pressed (no action triggered)
18847341 ms ; Button pressed (no action triggered)
18847733 ms ; Button pressed (no action triggered)
18848045 ms ; Button pressed (no action triggered)
18848328 ms ; Button pressed (no action triggered)
18848615 ms ; Button pressed (no action triggered)
18848879 ms ; Button pressed (no action triggered)
18849141 ms ; Button pressed (no action triggered)
18849368 ms ; Button pressed (no action triggered)
18849597 ms ; Button pressed (no action triggered)
18849829 ms ; Button pressed (no action triggered)
18851757 ms ; Button pressed (no action triggered)
18866423 ms ; Button pressed - Motor activated
18867700 ms ; Button pressed (while motor running)
18870465 ms ; Motor stopped - Micro switch triggered
18873565 ms ; Button pressed (no action triggered)
18876618 ms ; Button pressed (no action triggered)
18877129 ms ; Button pressed (no action triggered)
18877628 ms ; Button pressed (no action triggered)
18878146 ms ; Button pressed (no action triggered)
18878908 ms ; Button pressed (no action triggered)
19424489 ms ; Button pressed - Motor activated
19427534 ms ; Button pressed (while motor running)
19428574 ms ; Motor stopped - Micro switch triggered
19430951 ms ; Button pressed (no action triggered)
19432317 ms ; Button pressed (no action triggered)
19432775 ms ; Button pressed (no action triggered)
19477114 ms ; Button pressed - Motor activated
19481156 ms ; Motor stopped - Micro switch triggered
19481449 ms ; Button pressed (no action triggered)
19482273 ms ; Button pressed (no action triggered)
19482563 ms ; Button pressed (no action triggered)
19482824 ms ; Button pressed (no action triggered)
19483067 ms ; Button pressed (no action triggered)
19483398 ms ; Button pressed (no action triggered)
19485081 ms ; Button pressed (no action triggered)
19487032 ms ; Button pressed (no action triggered)
19488235 ms ; Button pressed (no action triggered)
19489256 ms ; Button pressed (no action triggered)
19496027 ms ; Button pressed (no action triggered)
19498237 ms ; Button pressed (no action triggered)
19500274 ms ; Button pressed (no action triggered)
19500815 ms ; Button pressed (no action triggered)
19502262 ms ; Button pressed (no action triggered)
19506570 ms ; Button pressed (no action triggered)
19508355 ms ; Button pressed (no action triggered)
19508809 ms ; Button pressed (no action triggered)
19509888 ms ; Button pressed (no action triggered)
19841324 ms ; Button pressed - Motor activated
19845015 ms ; Button pressed (while motor running)
19845404 ms ; Motor stopped - Micro switch triggered
20364702 ms ; Button pressed - Motor activated
20366643 ms ; Button pressed (while motor running)
20368766 ms ; Motor stopped - Micro switch triggered
20369252 ms ; Button pressed (no action triggered)
20371779 ms ; Button pressed (no action triggered)
20376341 ms ; Button pressed (no action triggered)
20377119 ms ; Button pressed (no action triggered)
20381919 ms ; Button pressed (no action triggered)
20384871 ms ; Button pressed (no action triggered)
20385446 ms ; Button pressed (no action triggered)
20391138 ms ; Button pressed (no action triggered)
20392296 ms ; Button pressed (no action triggered)
20393306 ms ; Button pressed (no action triggered)
20394044 ms ; Button pressed (no action triggered)
20396233 ms ; Button pressed (no action triggered)
20397161 ms ; Button pressed (no action triggered)
20399446 ms ; Button pressed - Motor activated
20401230 ms ; Button pressed (while motor running)
20403473 ms ; Motor stopped - Micro switch triggered
20404094 ms ; Button pressed (no action triggered)
20406454 ms ; Button pressed (no action triggered)
20409053 ms ; Button pressed (no action triggered)
20414517 ms ; Button pressed (no action triggered)
20417244 ms ; Button pressed (no action triggered)
20427837 ms ; Button pressed (no action triggered)
20430871 ms ; Button pressed (no action triggered)
20435342 ms ; Button pressed - Motor activated
20439418 ms ; Motor stopped - Micro switch triggered
20444306 ms ; Button pressed (no action triggered)
20453124 ms ; Button pressed (no action triggered)
20455344 ms ; Button pressed (no action triggered)
20456034 ms ; Button pressed (no action triggered)
20456373 ms ; Button pressed (no action triggered)
20521648 ms ; Button pressed - Motor activated
20525666 ms ; Motor stopped - Micro switch triggered
20532488 ms ; Button pressed (no action triggered)
20538924 ms ; Button pressed (no action triggered)
20572546 ms ; Button pressed - Motor activated
20576726 ms ; Motor stopped - Micro switch triggered
20584320 ms ; Button pressed (no action triggered)
20584653 ms ; Button pressed (no action triggered)
22431965 ms ; Button pressed - Motor activated
22435994 ms ; Motor stopped - Micro switch triggered
22436520 ms ; Button pressed (no action triggered)
126 ms ; init
387465 ms ; Button pressed - Motor activated
391604 ms ; Motor stopped - Micro switch triggered
132 ms ; init
18000158 ms ; 5 hours have passed
21902302 ms ; Button pressed - Motor activated
21906441 ms ; Motor stopped - Micro switch triggered
21908827 ms ; Button pressed (no action triggered)
21914137 ms ; Button pressed (no action triggered)
25402928 ms ; Button pressed - Motor activated
25407029 ms ; Motor stopped - Micro switch triggered
25503925 ms ; Button pressed - Motor activated
25505414 ms ; Button pressed (while motor running)
25508083 ms ; Motor stopped - Micro switch triggered
25701632 ms ; Button pressed - Motor activated
25705776 ms ; Motor stopped - Micro switch triggered
25708336 ms ; Button pressed (no action triggered)
25709548 ms ; Button pressed (no action triggered)
25711970 ms ; Button pressed (no action triggered)
25713213 ms ; Button pressed (no action triggered)
25714207 ms ; Button pressed (no action triggered)
25717225 ms ; Button pressed (no action triggered)
25719242 ms ; Button pressed (no action triggered)
25719537 ms ; Button pressed (no action triggered)
25719802 ms ; Button pressed (no action triggered)
25720062 ms ; Button pressed (no action triggered)
25720304 ms ; Button pressed (no action triggered)
25720554 ms ; Button pressed (no action triggered)
25722164 ms ; Button pressed (no action triggered)
25722750 ms ; Button pressed (no action triggered)
25723250 ms ; Button pressed (no action triggered)
25723892 ms ; Button pressed (no action triggered)
25724609 ms ; Button pressed (no action triggered)
25726819 ms ; Button pressed (no action triggered)
25728069 ms ; Button pressed (no action triggered)
25728930 ms ; Button pressed (no action triggered)
25729745 ms ; Button pressed (no action triggered)
25733223 ms ; Button pressed (no action triggered)
25760292 ms ; Button pressed - Motor activated
25763486 ms ; Button pressed (while motor running)
25764332 ms ; Motor stopped - Micro switch triggered
25765620 ms ; Button pressed (no action triggered)
25768572 ms ; Button pressed (no action triggered)
25784671 ms ; Button pressed (no action triggered)
145 ms ; init
148 ms ; init
18000174 ms ; 5 hours have passed
23062360 ms ; Button pressed - Motor activated
23066411 ms ; Motor stopped - Micro switch triggered
23068220 ms ; Button pressed (no action triggered)
23068602 ms ; Button pressed (no action triggered)
23069300 ms ; Button pressed (no action triggered)
23070271 ms ; Button pressed (no action triggered)
23070769 ms ; Button pressed (no action triggered)
23079487 ms ; Button pressed (no action triggered)
23097321 ms ; Button pressed - Motor activated
23101476 ms ; Motor stopped - Micro switch triggered
23112307 ms ; Button pressed (no action triggered)
23113569 ms ; Button pressed (no action triggered)
23115792 ms ; Button pressed (no action triggered)
23117274 ms ; Button pressed (no action triggered)
23121413 ms ; Button pressed (no action triggered)
23123636 ms ; Button pressed (no action triggered)
23123933 ms ; Button pressed (no action triggered)
23124149 ms ; Button pressed (no action triggered)
23124349 ms ; Button pressed (no action triggered)
23124548 ms ; Button pressed (no action triggered)
23136016 ms ; Button pressed - Motor activated
23140161 ms ; Motor stopped - Micro switch triggered
23475376 ms ; Button pressed - Motor activated
23479510 ms ; Motor stopped - Micro switch triggered
23488087 ms ; Button pressed (no action triggered)
26225051 ms ; Button pressed - Motor activated
26227259 ms ; Button pressed (while motor running)
26228377 ms ; Button pressed (while motor running)
26229201 ms ; Motor stopped - Micro switch triggered
26229551 ms ; Button pressed (no action triggered)
26231059 ms ; Button pressed (no action triggered)
26232412 ms ; Button pressed (no action triggered)
26233544 ms ; Button pressed (no action triggered)
26234477 ms ; Button pressed (no action triggered)
26235460 ms ; Button pressed (no action triggered)
26236818 ms ; Button pressed (no action triggered)
26238045 ms ; Button pressed (no action triggered)
26239088 ms ; Button pressed (no action triggered)
26245141 ms ; Button pressed (no action triggered)
26246532 ms ; Button pressed (no action triggered)
26247591 ms ; Button pressed (no action triggered)
26248816 ms ; Button pressed (no action triggered)
26250041 ms ; Button pressed (no action triggered)
26251130 ms ; Button pressed (no action triggered)
26252047 ms ; Button pressed (no action triggered)
26253671 ms ; Button pressed (no action triggered)
26254755 ms ; Button pressed (no action triggered)
26256169 ms ; Button pressed (no action triggered)
26257321 ms ; Button pressed (no action triggered)
26258529 ms ; Button pressed (no action triggered)
26259802 ms ; Button pressed - Motor activated
26262535 ms ; Button pressed (while motor running)
26263366 ms ; Button pressed (while motor running)
26263904 ms ; Motor stopped - Micro switch triggered
26264138 ms ; Button pressed (no action triggered)
26264845 ms ; Button pressed (no action triggered)
26572326 ms ; Button pressed - Motor activated
26576459 ms ; Motor stopped - Micro switch triggered
26951161 ms ; Button pressed - Motor activated
26955244 ms ; Motor stopped - Micro switch triggered
26957024 ms ; Button pressed (no action triggered)
26965286 ms ; Button pressed (no action triggered)
26969478 ms ; Button pressed (no action triggered)
26970891 ms ; Button pressed (no action triggered)
26973995 ms ; Button pressed (no action triggered)
26986162 ms ; Button pressed - Motor activated
26990254 ms ; Motor stopped - Micro switch triggered
26994331 ms ; Button pressed (no action triggered)
26997682 ms ; Button pressed (no action triggered)
26999392 ms ; Button pressed (no action triggered)
27010842 ms ; Button pressed (no action triggered)
27013491 ms ; Button pressed (no action triggered)
27024816 ms ; Button pressed - Motor activated
27026194 ms ; Button pressed (while motor running)
27026713 ms ; Button pressed (while motor running)
27028907 ms ; Motor stopped - Micro switch triggered
27030970 ms ; Button pressed (no action triggered)
27031402 ms ; Button pressed (no action triggered)
27031787 ms ; Button pressed (no action triggered)
27032165 ms ; Button pressed (no action triggered)
27032565 ms ; Button pressed (no action triggered)
27032913 ms ; Button pressed (no action triggered)
27033228 ms ; Button pressed (no action triggered)
27033577 ms ; Button pressed (no action triggered)
27034128 ms ; Button pressed (no action triggered)
27036293 ms ; Button pressed (no action triggered)
27037444 ms ; Button pressed (no action triggered)
27037827 ms ; Button pressed (no action triggered)
27038123 ms ; Button pressed (no action triggered)
27039119 ms ; Button pressed (no action triggered)
28967745 ms ; Button pressed - Motor activated
28970516 ms ; Button pressed (while motor running)
28971142 ms ; Button pressed (while motor running)
28971832 ms ; Motor stopped - Micro switch triggered
28971865 ms ; Button pressed (no action triggered)
28972427 ms ; Button pressed (no action triggered)
28972746 ms ; Button pressed (no action triggered)
28973054 ms ; Button pressed (no action triggered)
28973549 ms ; Button pressed (no action triggered)
28974272 ms ; Button pressed (no action triggered)
28974881 ms ; Button pressed (no action triggered)
28978499 ms ; Button pressed (no action triggered)
28994922 ms ; Button pressed (no action triggered)
28999525 ms ; Button pressed (no action triggered)
29001149 ms ; Button pressed (no action triggered)
29017607 ms ; Button pressed - Motor activated
29021723 ms ; Motor stopped - Micro switch triggered
29035913 ms ; Button pressed (no action triggered)
29932235 ms ; Button pressed - Motor activated
29933450 ms ; Button pressed (while motor running)
29936277 ms ; Button pressed (while motor running)
29936340 ms ; Motor stopped - Micro switch triggered
29937011 ms ; Button pressed (no action triggered)
29937649 ms ; Button pressed (no action triggered)
29939314 ms ; Button pressed (no action triggered)
29939539 ms ; Button pressed (no action triggered)
29939725 ms ; Button pressed (no action triggered)
29939939 ms ; Button pressed (no action triggered)
29940129 ms ; Button pressed (no action triggered)
29940355 ms ; Button pressed (no action triggered)
29940570 ms ; Button pressed (no action triggered)
29940799 ms ; Button pressed (no action triggered)
29941054 ms ; Button pressed (no action triggered)
29941913 ms ; Button pressed (no action triggered)
29942433 ms ; Button pressed (no action triggered)
29942817 ms ; Button pressed (no action triggered)
29943702 ms ; Button pressed (no action triggered)
29944742 ms ; Button pressed (no action triggered)
29945670 ms ; Button pressed (no action triggered)
29946825 ms ; Button pressed (no action triggered)
29947164 ms ; Button pressed (no action triggered)
29947414 ms ; Button pressed (no action triggered)
29948082 ms ; Button pressed (no action triggered)
29948343 ms ; Button pressed (no action triggered)
29948570 ms ; Button pressed (no action triggered)
29952644 ms ; Button pressed (no action triggered)
29952829 ms ; Button pressed (no action triggered)
29953076 ms ; Button pressed (no action triggered)
29953345 ms ; Button pressed (no action triggered)
29953585 ms ; Button pressed (no action triggered)
29953864 ms ; Button pressed (no action triggered)
29958030 ms ; Button pressed (no action triggered)
29958507 ms ; Button pressed (no action triggered)
29958913 ms ; Button pressed (no action triggered)
29959315 ms ; Button pressed (no action triggered)
29960314 ms ; Button pressed (no action triggered)
29961388 ms ; Button pressed (no action triggered)
29963961 ms ; Button pressed (no action triggered)
29966414 ms ; Button pressed - Motor activated
29968783 ms ; Button pressed (while motor running)
29970532 ms ; Motor stopped - Micro switch triggered
29971352 ms ; Button pressed (no action triggered)
29972228 ms ; Button pressed (no action triggered)
29974247 ms ; Button pressed (no action triggered)
29975696 ms ; Button pressed (no action triggered)
29978096 ms ; Button pressed (no action triggered)
29979461 ms ; Button pressed (no action triggered)
29981682 ms ; Button pressed (no action triggered)
29984886 ms ; Button pressed (no action triggered)
29985505 ms ; Button pressed (no action triggered)
29985698 ms ; Button pressed (no action triggered)
29985889 ms ; Button pressed (no action triggered)
30049020 ms ; Button pressed - Motor activated
30053085 ms ; Motor stopped - Micro switch triggered
30053115 ms ; Button pressed (no action triggered)
30057475 ms ; Button pressed (no action triggered)
30058145 ms ; Button pressed (no action triggered)
30058518 ms ; Button pressed (no action triggered)
30060860 ms ; Button pressed (no action triggered)
30114118 ms ; Button pressed - Motor activated
30118277 ms ; Motor stopped - Micro switch triggered
30119241 ms ; Button pressed (no action triggered)
30119769 ms ; Button pressed (no action triggered)
30124075 ms ; Button pressed (no action triggered)
30127934 ms ; Button pressed (no action triggered)
30132981 ms ; Button pressed (no action triggered)
30133287 ms ; Button pressed (no action triggered)
30133472 ms ; Button pressed (no action triggered)
30134744 ms ; Button pressed (no action triggered)
30135317 ms ; Button pressed (no action triggered)
30273874 ms ; Button pressed - Motor activated
30275748 ms ; Button pressed (while motor running)
30276563 ms ; Button pressed (while motor running)
30276995 ms ; Button pressed (while motor running)
30277402 ms ; Button pressed (while motor running)
30277743 ms ; Button pressed (while motor running)
30277971 ms ; Motor stopped - Micro switch triggered
30278249 ms ; Button pressed (no action triggered)
30279506 ms ; Button pressed (no action triggered)
30285571 ms ; Button pressed (no action triggered)
30286478 ms ; Button pressed (no action triggered)
30298147 ms ; Button pressed (no action triggered)
30298877 ms ; Button pressed (no action triggered)
30299270 ms ; Button pressed (no action triggered)
30299559 ms ; Button pressed (no action triggered)
30299860 ms ; Button pressed (no action triggered)
30300082 ms ; Button pressed (no action triggered)
30300309 ms ; Button pressed (no action triggered)
30300541 ms ; Button pressed (no action triggered)
30300790 ms ; Button pressed (no action triggered)
30301176 ms ; Button pressed (no action triggered)
30301819 ms ; Button pressed (no action triggered)
30303474 ms ; Button pressed (no action triggered)
30304537 ms ; Button pressed (no action triggered)
30305723 ms ; Button pressed (no action triggered)
30306765 ms ; Button pressed (no action triggered)
30307830 ms ; Button pressed (no action triggered)
30308448 ms ; Button pressed - Motor activated
30309536 ms ; Button pressed (while motor running)
30309880 ms ; Button pressed (while motor running)
30310168 ms ; Button pressed (while motor running)
30310424 ms ; Button pressed (while motor running)
30310681 ms ; Button pressed (while motor running)
30310897 ms ; Button pressed (while motor running)
30311119 ms ; Button pressed (while motor running)
30311349 ms ; Button pressed (while motor running)
30311570 ms ; Button pressed (while motor running)
30311792 ms ; Button pressed (while motor running)
30312034 ms ; Button pressed (while motor running)
30312273 ms ; Button pressed (while motor running)
30312508 ms ; Button pressed (while motor running)
30312539 ms ; Motor stopped - Micro switch triggered
30312728 ms ; Button pressed (no action triggered)
30312919 ms ; Button pressed (no action triggered)
30313091 ms ; Button pressed (no action triggered)
30313296 ms ; Button pressed (no action triggered)
30313496 ms ; Button pressed (no action triggered)
30313713 ms ; Button pressed (no action triggered)
30313915 ms ; Button pressed (no action triggered)
30314123 ms ; Button pressed (no action triggered)
30314339 ms ; Button pressed (no action triggered)
30314554 ms ; Button pressed (no action triggered)
30314755 ms ; Button pressed (no action triggered)
30314983 ms ; Button pressed (no action triggered)
30315215 ms ; Button pressed (no action triggered)
30315442 ms ; Button pressed (no action triggered)
30315669 ms ; Button pressed (no action triggered)
30315889 ms ; Button pressed (no action triggered)
30316113 ms ; Button pressed (no action triggered)
30316357 ms ; Button pressed (no action triggered)
30316597 ms ; Button pressed (no action triggered)
30316817 ms ; Button pressed (no action triggered)
30317038 ms ; Button pressed (no action triggered)
30317263 ms ; Button pressed (no action triggered)
30317500 ms ; Button pressed (no action triggered)
30318206 ms ; Button pressed (no action triggered)
30319434 ms ; Button pressed (no action triggered)
30320623 ms ; Button pressed (no action triggered)
30321442 ms ; Button pressed (no action triggered)
30322498 ms ; Button pressed (no action triggered)
30323916 ms ; Button pressed (no action triggered)
30324575 ms ; Button pressed (no action triggered)
30325091 ms ; Button pressed (no action triggered)
30326605 ms ; Button pressed (no action triggered)
30327620 ms ; Button pressed (no action triggered)
30328108 ms ; Button pressed (no action triggered)
32481025 ms ; Button pressed - Motor activated
32482453 ms ; Button pressed (while motor running)
